comID,yearG5,sex,CAUSE,Ndeaths,YLL,mean.age,Level,county,pop,YLLper,cDeathRate,rateLCI,rateUCI,comName,oDeaths,aRate,aLCI,aUCI,aSE,YLL.adj.rate,causeName
241a,2014-2018,Total,D,213,1691,72.95,lev1,Ventura,111700,302.7,38.13,33.01,43.25,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,213,40.44,35.12,46.38,2.811,291.6,Other Chronic
241a,2014-2018,Total,D01,17,133,69.94,lev2,Ventura,111700,23.81,3.043,1.596,4.489,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,17,2.985,1.723,4.892,0.7345,22,Diabetes mellitus
241a,2014-2018,Total,D02,15,74,79.4,lev2,Ventura,111700,13.25,2.685,1.326,4.044,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,15,3.006,1.67,5.028,0.7848,13.56,"Endocrine, blood, immune disorders"
241a,2014-2018,Total,D04,25,440,60.28,lev2,Ventura,111700,78.76,4.475,2.721,6.229,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,25,4.601,2.953,6.897,0.9358,79.06,Substance use
241a,2014-2018,Total,D05,39,145,80.87,lev2,Ventura,111700,25.95,6.981,4.79,9.172,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,39,7.991,5.674,10.97,1.285,26.39,Alzheimer’s disease and other dementias
241a,2014-2018,Total,D10,13,123,70.92,lev2,Ventura,111700,22.02,2.327,1.062,3.592,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,13,2.389,1.256,4.191,0.6738,19.76,Kidney diseases
241a,2014-2018,Total,D11,11,121,65.45,lev2,Ventura,111700,21.66,1.969,0.8054,3.132,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,11,1.834,0.8984,3.425,0.5659,17.29,Cirrhosis of the liver
241a,2014-2018,Total,D66,39,251,73.97,lev2,Ventura,111700,44.93,6.981,4.79,9.172,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,39,7.324,5.18,10.11,1.19,42.8,Chronic obstructive pulmonary disease
241a,2014-2018,Total,D68,16,69,78.62,lev2,Ventura,111700,12.35,2.864,1.461,4.267,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,16,3.188,1.811,5.246,0.8048,11.37,Other respiratory diseases
241a,2014-2018,Total,E,42,553,65.95,lev1,Ventura,111700,98.98,7.518,5.244,9.791,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,42,7.703,5.523,10.52,1.206,94.6,Injuries
241a,2014-2018,Total,E01,28,323,67.93,lev2,Ventura,111700,57.82,5.012,3.155,6.868,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,28,5.179,3.417,7.587,0.9941,56.74,Unintentional injuries
241b,2014-2018,Female,0,332,2358,75.02,lev0,Ventura,67900,694.6,97.8,87.28,108.3,Oxnard North Central,332,118.8,105.9,132.9,6.745,723.1,All CAUSES
241b,2014-2018,Female,A,17,222,66.47,lev1,Ventura,67900,65.39,5.008,2.627,7.388,Oxnard North Central,17,6.064,3.462,10.03,1.518,62.59,"Communicable, maternal, perinatal and nutritional conditions"
241b,2014-2018,Female,B,79,598,73.35,lev1,Ventura,67900,176.1,23.27,18.14,28.4,Oxnard North Central,79,28.7,22.53,36.16,3.338,186.8,Cancer/Malignant neoplasms
241b,2014-2018,Female,B07,18,111,73.44,lev2,Ventura,67900,32.7,5.302,2.853,7.752,Oxnard North Central,18,6.669,3.879,10.84,1.622,33.94,"Trachea, bronchus and lung cancers"
241b,2014-2018,Female,C,119,576,77.7,lev1,Ventura,67900,169.7,35.05,28.76,41.35,Oxnard North Central,119,42.99,35.38,51.87,4.072,189.8,Cardiovascular diseases
241b,2014-2018,Female,C01,17,81,81.24,lev2,Ventura,67900,23.86,5.008,2.627,7.388,Oxnard North Central,17,5.146,2.96,8.603,1.274,26.57,Hypertensive heart disease
241b,2014-2018,Female,C02,49,238,78.22,lev2,Ventura,67900,70.11,14.43,10.39,18.47,Oxnard North Central,49,17.57,12.86,23.6,2.598,76.89,Ischaemic heart disease
241b,2014-2018,Female,C03,22,74,79.55,lev2,Ventura,67900,21.8,6.48,3.772,9.188,Oxnard North Central,22,8.216,5.053,12.75,1.814,23.74,Stroke
241b,2014-2018,Female,C99,15,77,73.67,lev2,Ventura,67900,22.68,4.418,2.182,6.654,Oxnard North Central,15,6.001,3.307,10.12,1.585,25.78,Other or unspecified cardiovascular diseases
241b,2014-2018,Female,D,106,810,75.37,lev1,Ventura,67900,238.6,31.22,25.28,37.17,Oxnard North Central,106,37.18,30.2,45.42,3.746,237.8,Other Chronic
241b,2014-2018,Female,D05,22,46,81.77,lev2,Ventura,67900,13.55,6.48,3.772,9.188,Oxnard North Central,22,8.235,5.051,12.8,1.828,12.48,Alzheimer’s disease and other dementias
241b,2014-2018,Female,D11,12,264,57.5,lev2,Ventura,67900,77.76,3.535,1.535,5.535,Oxnard North Central,12,3.952,1.999,7.251,1.172,75.13,Cirrhosis of the liver
241b,2014-2018,Female,D66,11,39,79,lev2,Ventura,67900,11.49,3.24,1.325,5.155,Oxnard North Central,11,4.148,2.01,7.717,1.296,12.66,Chronic obstructive pulmonary disease
241b,2014-2018,Female,E,11,152,67.82,lev1,Ventura,67900,44.77,3.24,1.325,5.155,Oxnard North Central,11,3.865,1.883,7.234,1.2,46.11,Injuries
241b,2014-2018,Male,0,317,3390,68.83,lev0,Ventura,69330,977.9,91.45,81.38,101.5,Oxnard North Central,317,147.1,130.6,165.3,8.659,1011,All CAUSES
241b,2014-2018,Male,A,16,193,68.06,lev1,Ventura,69330,55.68,4.616,2.354,6.877,Oxnard North Central,16,7.911,4.373,13.37,2.081,56.68,"Communicable, maternal, perinatal and nutritional conditions"
241b,2014-2018,Male,B,61,668,67.44,lev1,Ventura,69330,192.7,17.6,13.18,22.01,Oxnard North Central,61,26.66,20.11,34.92,3.581,205.8,Cancer/Malignant neoplasms
241b,2014-2018,Male,B07,17,176,68.41,lev2,Ventura,69330,50.77,4.904,2.573,7.235,Oxnard North Central,17,7.621,4.305,12.77,1.94,54.11,"Trachea, bronchus and lung cancers"
241b,2014-2018,Male,C,111,960,71.55,lev1,Ventura,69330,276.9,32.02,26.06,37.98,Oxnard North Central,111,52.26,42.61,63.64,5.175,298.6,Cardiovascular diseases
241b,2014-2018,Male,C02,69,537,73.26,lev2,Ventura,69330,154.9,19.9,15.21,24.6,Oxnard North Central,69,33.13,25.5,42.53,4.15,167.7,Ischaemic heart disease
241b,2014-2018,Male,C03,14,127,70.29,lev2,Ventura,69330,36.64,4.039,1.923,6.154,Oxnard North Central,14,6.961,3.681,12.17,1.949,40.28,Stroke
241b,2014-2018,Male,D,98,809,71.69,lev1,Ventura,69330,233.4,28.27,22.67,33.87,Oxnard North Central,98,48.91,39.38,60.22,5.127,252.9,Other Chronic
241b,2014-2018,Male,D05,21,83,78.9,lev2,Ventura,69330,23.94,6.058,3.467,8.649,Oxnard North Central,21,11.5,7.055,17.85,2.55,25.33,Alzheimer’s disease and other dementias
241b,2014-2018,Male,D66,19,100,74.63,lev2,Ventura,69330,28.85,5.481,3.017,7.946,Oxnard North Central,19,8.747,5.171,14.14,2.07,35.81,Chronic obstructive pulmonary disease
241b,2014-2018,Male,E,30,685,54.97,lev1,Ventura,69330,197.6,8.654,5.557,11.75,Oxnard North Central,30,11.1,7.268,16.62,2.169,178.5,Injuries
241b,2014-2018,Male,E01,17,323,59.12,lev2,Ventura,69330,93.18,4.904,2.573,7.235,Oxnard North Central,17,6.507,3.661,11.1,1.667,89.54,Unintentional injuries
241b,2014-2018,Total,0,649,5748,72,lev0,Ventura,137200,837.7,94.59,87.31,101.9,Oxnard North Central,649,131.4,121.2,142.3,5.323,868.9,All CAUSES
241b,2014-2018,Total,A,33,415,67.24,lev1,Ventura,137200,60.48,4.81,3.169,6.45,Oxnard North Central,33,6.745,4.571,9.682,1.219,59.4,"Communicable, maternal, perinatal and nutritional conditions"
241b,2014-2018,Total,A99,13,110,71.46,lev2,Ventura,137200,16.03,1.895,0.8647,2.925,Oxnard North Central,13,2.615,1.362,4.659,0.7471,18.19,Other Infectious Diseases
241b,2014-2018,Total,B,140,1266,70.78,lev1,Ventura,137200,184.5,20.4,17.02,23.78,Oxnard North Central,140,28.2,23.59,33.53,2.459,196,Cancer/Malignant neoplasms
241b,2014-2018,Total,B04,12,87,73.33,lev2,Ventura,137200,12.68,1.749,0.7594,2.738,Oxnard North Central,12,2.472,1.245,4.503,0.7373,13.05,Colon and rectum cancers
241b,2014-2018,Total,B05,11,126,68.64,lev2,Ventura,137200,18.36,1.603,0.6558,2.551,Oxnard North Central,11,2.131,1.04,4.01,0.66,21.4,Liver cancer
241b,2014-2018,Total,B07,35,287,71,lev2,Ventura,137200,41.83,5.101,3.411,6.791,Oxnard North Central,35,7.053,4.85,10.01,1.231,43.93,"Trachea, bronchus and lung cancers"
241b,2014-2018,Total,B99,20,135,73.35,lev2,Ventura,137200,19.68,2.915,1.637,4.192,Oxnard North Central,20,4.108,2.481,6.508,0.9378,22.12,Other malignant neoplasms
241b,2014-2018,Total,C,230,1536,74.73,lev1,Ventura,137200,223.9,33.52,29.19,37.85,Oxnard North Central,230,46.81,40.79,53.54,3.177,245.2,Cardiovascular diseases
241b,2014-2018,Total,C01,26,195,76.54,lev2,Ventura,137200,28.42,3.789,2.333,5.246,Oxnard North Central,26,4.742,3.071,7.137,0.9469,30.11,Hypertensive heart disease
241b,2014-2018,Total,C02,118,775,75.32,lev2,Ventura,137200,113,17.2,14.09,20.3,Oxnard North Central,118,23.94,19.7,28.9,2.266,123.1,Ischaemic heart disease
241b,2014-2018,Total,C03,36,201,75.94,lev2,Ventura,137200,29.29,5.247,3.533,6.961,Oxnard North Central,36,7.762,5.368,10.93,1.335,32.2,Stroke
241b,2014-2018,Total,C04,13,82,74.23,lev2,Ventura,137200,11.95,1.895,0.8647,2.925,Oxnard North Central,13,2.674,1.395,4.749,0.7622,13.73,"Cardiomyopathy, myocarditis, endocarditis"
241b,2014-2018,Total,C05,16,81,73.81,lev2,Ventura,137200,11.81,2.332,1.189,3.475,Oxnard North Central,16,3.396,1.915,5.668,0.8668,15.15,Congestive heart failure
241b,2014-2018,Total,C99,21,202,68.1,lev2,Ventura,137200,29.44,3.061,1.752,4.37,Oxnard North Central,21,4.297,2.607,6.766,0.9723,30.93,Other or unspecified cardiovascular diseases
241b,2014-2018,Total,D,204,1619,73.6,lev1,Ventura,137200,236,29.73,25.65,33.81,Oxnard North Central,204,42.35,36.57,48.85,3.057,244.2,Other Chronic
241b,2014-2018,Total,D01,16,70,76.5,lev2,Ventura,137200,10.2,2.332,1.189,3.475,Oxnard North Central,16,3.409,1.921,5.691,0.8713,13.19,Diabetes mellitus
241b,2014-2018,Total,D02,11,116,70.55,lev2,Ventura,137200,16.91,1.603,0.6558,2.551,Oxnard North Central,11,2.256,1.094,4.225,0.7038,16.53,"Endocrine, blood, immune disorders"
241b,2014-2018,Total,D04,16,194,66,lev2,Ventura,137200,28.27,2.332,1.189,3.475,Oxnard North Central,16,3.291,1.842,5.53,0.8498,31.25,Substance use
241b,2014-2018,Total,D05,43,129,80.37,lev2,Ventura,137200,18.8,6.267,4.394,8.14,Oxnard North Central,43,9.449,6.774,12.9,1.48,18.45,Alzheimer’s disease and other dementias
241b,2014-2018,Total,D06,11,78,74.55,lev2,Ventura,137200,11.37,1.603,0.6558,2.551,Oxnard North Central,11,2.278,1.107,4.259,0.7093,11.71,Other neurological conditions
241b,2014-2018,Total,D10,11,10,85,lev2,Ventura,137200,1.457,1.603,0.6558,2.551,Oxnard North Central,11,2.366,1.161,4.384,0.7283,2.234,Kidney diseases
241b,2014-2018,Total,D11,22,344,63.05,lev2,Ventura,137200,50.14,3.206,1.867,4.546,Oxnard North Central,22,4.507,2.76,7.038,1.003,48.81,Cirrhosis of the liver
241b,2014-2018,Total,D66,30,139,76.23,lev2,Ventura,137200,20.26,4.372,2.808,5.937,Oxnard North Central,30,6.211,4.142,9.044,1.164,24.03,Chronic obstructive pulmonary disease
241b,2014-2018,Total,D68,12,150,68.33,lev2,Ventura,137200,21.86,1.749,0.7594,2.738,Oxnard North Central,12,2.486,1.247,4.532,0.7445,21.77,Other respiratory diseases
241b,2014-2018,Total,E,41,837,58.41,lev1,Ventura,137200,122,5.976,4.146,7.805,Oxnard North Central,41,7.175,5.078,9.981,1.164,114.6,Injuries
241b,2014-2018,Total,E01,23,366,63.13,lev2,Ventura,137200,53.34,3.352,1.982,4.722,Oxnard North Central,23,4.05,2.534,6.29,0.8656,53.36,Unintentional injuries
241b,2014-2018,Total,E02,12,326,50.75,lev2,Ventura,137200,47.51,1.749,0.7594,2.738,Oxnard North Central,12,2.018,1.008,3.788,0.6081,43.55,Suicide/Self-harm
241c,2014-2018,Female,0,405,1933,78.22,lev0,Ventura,46400,833.3,174.6,157.6,191.6,Ventura,405,122.9,110.9,136.1,6.282,776.1,All CAUSES
241c,2014-2018,Female,A,12,130,71.67,lev1,Ventura,46400,56.04,5.173,2.246,8.1,Ventura,12,4.109,2.057,7.694,1.234,60.75,"Communicable, maternal, perinatal and nutritional conditions"
241c,2014-2018,Female,B,82,622,73.85,lev1,Ventura,46400,268.1,35.35,27.7,43,Ventura,82,24.96,19.7,31.5,2.839,229.6,Cancer/Malignant neoplasms
241c,2014-2018,Female,B07,23,125,74.7,lev2,Ventura,46400,53.89,9.915,5.863,13.97,Ventura,23,6.791,4.263,10.7,1.443,37.56,"Trachea, bronchus and lung cancers"
241c,2014-2018,Female,C,143,474,81.12,lev1,Ventura,46400,204.3,61.64,51.54,71.75,Ventura,143,42.89,35.95,51.09,3.696,210.7,Cardiovascular diseases
241c,2014-2018,Female,C01,21,54,83.76,lev2,Ventura,46400,23.28,9.053,5.181,12.92,Ventura,21,6.133,3.726,9.938,1.384,29.52,Hypertensive heart disease
241c,2014-2018,Female,C02,58,130,81.19,lev2,Ventura,46400,56.04,25,18.57,31.44,Ventura,58,17.19,12.99,22.68,2.295,43.21,Ischaemic heart disease
241c,2014-2018,Female,C03,31,70,84.26,lev2,Ventura,46400,30.18,13.36,8.659,18.07,Ventura,31,8.916,5.968,13.21,1.658,34.78,Stroke
241c,2014-2018,Female,C99,20,108,78.8,lev2,Ventura,46400,46.56,8.622,4.843,12.4,Ventura,20,6.237,3.695,10.23,1.471,55.08,Other or unspecified cardiovascular diseases
241c,2014-2018,Female,D,151,640,78.58,lev1,Ventura,46400,275.9,65.09,54.71,75.48,Ventura,151,45.23,38.13,53.57,3.774,246.6,Other Chronic
241c,2014-2018,Female,D05,43,154,80.84,lev2,Ventura,46400,66.39,18.54,13,24.08,Ventura,43,12.7,9.129,17.6,1.977,58.97,Alzheimer’s disease and other dementias
241c,2014-2018,Female,D06,12,9,85,lev2,Ventura,46400,3.88,5.173,2.246,8.1,Ventura,12,3.354,1.711,6.444,0.9839,2.998,Other neurological conditions
241c,2014-2018,Female,D66,30,104,80.1,lev2,Ventura,46400,44.83,12.93,8.305,17.56,Ventura,30,8.903,5.898,13.28,1.694,48.44,Chronic obstructive pulmonary disease
241c,2014-2018,Female,D99,11,79,72,lev2,Ventura,46400,34.06,4.742,1.94,7.544,Ventura,11,3.463,1.701,6.719,1.065,25.89,Other Chronic Conditions
241c,2014-2018,Female,E,15,63,76,lev1,Ventura,46400,27.16,6.466,3.194,9.739,Ventura,15,5.141,2.852,8.909,1.346,27.12,Injuries
241c,2014-2018,Male,0,432,4312,70.34,lev0,Ventura,45000,1917,192,173.9,210.1,Ventura,432,182.7,165.4,201.4,9.027,1833,All CAUSES
241c,2014-2018,Male,A,23,174,73.57,lev1,Ventura,45000,77.34,10.22,6.045,14.4,Ventura,23,9.263,5.793,14.27,1.983,67.9,"Communicable, maternal, perinatal and nutritional conditions"
241c,2014-2018,Male,B,116,1015,71.36,lev1,Ventura,45000,451.1,51.56,42.18,60.94,Ventura,116,48.32,39.72,58.4,4.607,425.6,Cancer/Malignant neoplasms
241c,2014-2018,Male,B07,22,79,76.64,lev2,Ventura,45000,35.11,9.778,5.692,13.86,Ventura,22,9.395,5.79,14.58,2.067,26.51,"Trachea, bronchus and lung cancers"
241c,2014-2018,Male,B16,11,176,66.27,lev2,Ventura,45000,78.23,4.889,2,7.779,Ventura,11,4.776,2.348,8.84,1.467,83.41,Lymphomas and multiple myeloma
241c,2014-2018,Male,B99,12,74,74.67,lev2,Ventura,45000,32.89,5.334,2.316,8.351,Ventura,12,4.772,2.408,8.729,1.42,31.45,Other malignant neoplasms
241c,2014-2018,Male,C,132,957,73.57,lev1,Ventura,45000,425.4,58.67,48.66,68.68,Ventura,132,57.43,47.8,68.55,5.136,405.8,Cardiovascular diseases
241c,2014-2018,Male,C01,12,52,79.75,lev2,Ventura,45000,23.11,5.334,2.316,8.351,Ventura,12,4.089,2.109,7.562,1.184,16.62,Hypertensive heart disease
241c,2014-2018,Male,C02,74,594,72.46,lev2,Ventura,45000,264,32.89,25.4,40.39,Ventura,74,32.23,25.13,40.85,3.85,250.1,Ischaemic heart disease
241c,2014-2018,Male,C03,17,96,74.82,lev2,Ventura,45000,42.67,7.556,3.964,11.15,Ventura,17,7.597,4.348,12.48,1.896,37.2,Stroke
241c,2014-2018,Male,C99,18,127,74.78,lev2,Ventura,45000,56.45,8.001,4.305,11.7,Ventura,18,8.447,4.938,13.61,2.037,63.6,Other or unspecified cardiovascular diseases
241c,2014-2018,Male,D,126,1411,69.13,lev1,Ventura,45000,627.2,56,46.23,65.78,Ventura,126,52.77,43.73,63.28,4.828,600.4,Other Chronic
241c,2014-2018,Male,D01,13,115,71.46,lev2,Ventura,45000,51.11,5.778,2.637,8.919,Ventura,13,5.073,2.635,9.089,1.455,40.3,Diabetes mellitus
241c,2014-2018,Male,D04,13,445,41.31,lev2,Ventura,45000,197.8,5.778,2.637,8.919,Ventura,13,5.795,3.043,10.18,1.637,201.1,Substance use
241c,2014-2018,Male,D05,28,255,71.68,lev2,Ventura,45000,113.3,12.45,7.836,17.05,Ventura,28,11.67,7.66,17.22,2.265,117.8,Alzheimer’s disease and other dementias
241c,2014-2018,Male,D06,14,107,73.5,lev2,Ventura,45000,47.56,6.223,2.963,9.482,Ventura,14,6.339,3.394,10.94,1.745,46.62,Other neurological conditions
241c,2014-2018,Male,D66,19,108,74.16,lev2,Ventura,45000,48,8.445,4.648,12.24,Ventura,19,7.294,4.347,11.75,1.703,41.73,Chronic obstructive pulmonary disease
241c,2014-2018,Male,E,31,628,58.16,lev1,Ventura,45000,279.1,13.78,8.928,18.63,Ventura,31,13.08,8.809,18.89,2.4,274.8,Injuries
241c,2014-2018,Male,E01,17,275,62.29,lev2,Ventura,45000,122.2,7.556,3.964,11.15,Ventura,17,7.412,4.26,12.17,1.837,121.1,Unintentional injuries
241c,2014-2018,Total,0,837,6245,74.15,lev0,Ventura,91390,1367,183.2,170.8,195.6,Ventura,837,149.9,139.7,160.8,5.304,1307,All CAUSES
241c,2014-2018,Total,A,35,304,72.91,lev1,Ventura,91390,66.53,7.659,5.122,10.2,Ventura,35,6.276,4.333,8.93,1.084,63.44,"Communicable, maternal, perinatal and nutritional conditions"
241c,2014-2018,Total,A07,15,90,73.8,lev2,Ventura,91390,19.7,3.283,1.621,4.944,Ventura,15,2.873,1.584,4.928,0.758,19.34,Respiratory infections
241c,2014-2018,Total,A99,11,26,81.64,lev2,Ventura,91390,5.69,2.407,0.9847,3.83,Ventura,11,1.833,0.9016,3.517,0.5626,3.902,Other Infectious Diseases
241c,2014-2018,Total,B,198,1637,72.39,lev1,Ventura,91390,358.2,43.33,37.29,49.37,Ventura,198,35.04,30.22,40.52,2.549,330.1,Cancer/Malignant neoplasms
241c,2014-2018,Total,B04,18,140,71.56,lev2,Ventura,91390,30.64,3.939,2.119,5.759,Ventura,18,3.338,1.957,5.466,0.8011,27.16,Colon and rectum cancers
241c,2014-2018,Total,B05,14,119,71.07,lev2,Ventura,91390,26.04,3.064,1.459,4.669,Ventura,14,2.509,1.355,4.414,0.6821,22.36,Liver cancer
241c,2014-2018,Total,B06,13,131,67.77,lev2,Ventura,91390,28.67,2.845,1.298,4.391,Ventura,13,2.37,1.239,4.264,0.6734,25.56,Pancreas cancer
241c,2014-2018,Total,B07,45,204,75.64,lev2,Ventura,91390,44.64,9.848,6.97,12.72,Ventura,45,7.792,5.647,10.63,1.183,32.19,"Trachea, bronchus and lung cancers"
241c,2014-2018,Total,B12,11,55,76.64,lev2,Ventura,91390,12.04,2.407,0.9847,3.83,Ventura,11,1.88,0.9212,3.597,0.5794,9.921,Prostate cancer
241c,2014-2018,Total,B16,15,176,73.13,lev2,Ventura,91390,38.52,3.283,1.621,4.944,Ventura,15,2.703,1.481,4.683,0.7205,43.4,Lymphomas and multiple myeloma
241c,2014-2018,Total,B99,20,187,71.25,lev2,Ventura,91390,40.92,4.377,2.459,6.295,Ventura,20,3.748,2.252,5.995,0.8629,42.19,Other malignant neoplasms
241c,2014-2018,Total,C,275,1431,77.49,lev1,Ventura,91390,313.2,60.18,53.07,67.29,Ventura,275,49.26,43.48,55.71,3.041,306.6,Cardiovascular diseases
241c,2014-2018,Total,C01,33,106,82.3,lev2,Ventura,91390,23.2,7.222,4.758,9.686,Ventura,33,5.405,3.687,7.813,0.9615,21.63,Hypertensive heart disease
241c,2014-2018,Total,C02,132,724,76.3,lev2,Ventura,91390,158.4,28.89,23.96,33.81,Ventura,132,23.78,19.81,28.42,2.114,146.8,Ischaemic heart disease
241c,2014-2018,Total,C03,48,166,80.92,lev2,Ventura,91390,36.33,10.5,7.533,13.48,Ventura,48,8.304,6.075,11.22,1.227,35.5,Stroke
241c,2014-2018,Total,C04,11,182,60.27,lev2,Ventura,91390,39.83,2.407,0.9847,3.83,Ventura,11,2.364,1.178,4.352,0.7145,39.98,"Cardiomyopathy, myocarditis, endocarditis"
241c,2014-2018,Total,C05,13,18,81.15,lev2,Ventura,91390,3.939,2.845,1.298,4.391,Ventura,13,2.333,1.23,4.192,0.6564,3.15,Congestive heart failure
241c,2014-2018,Total,C99,38,235,76.89,lev2,Ventura,91390,51.43,8.316,5.672,10.96,Ventura,38,7.08,4.95,9.936,1.185,59.47,Other or unspecified cardiovascular diseases
241c,2014-2018,Total,D,277,2051,74.29,lev1,Ventura,91390,448.8,60.62,53.48,67.76,Ventura,277,49.11,43.36,55.51,3.021,424.7,Other Chronic
241c,2014-2018,Total,D01,22,140,74.68,lev2,Ventura,91390,30.64,4.814,2.803,6.826,Ventura,22,3.685,2.286,5.798,0.801,23.12,Diabetes mellitus
241c,2014-2018,Total,D04,18,474,50.28,lev2,Ventura,91390,103.7,3.939,2.119,5.759,Ventura,18,3.671,2.142,5.979,0.8882,106.2,Substance use
241c,2014-2018,Total,D05,71,409,77.23,lev2,Ventura,91390,89.5,15.54,11.92,19.15,Ventura,71,12.56,9.743,16.06,1.527,88.4,Alzheimer’s disease and other dementias
241c,2014-2018,Total,D06,26,116,78.81,lev2,Ventura,91390,25.39,5.69,3.503,7.877,Ventura,26,4.586,2.962,6.93,0.921,25.43,Other neurological conditions
241c,2014-2018,Total,D09,14,63,78.36,lev2,Ventura,91390,13.79,3.064,1.459,4.669,Ventura,14,2.506,1.352,4.412,0.6825,11.77,Digestive diseases (excluding cirrhosis)
241c,2014-2018,Total,D10,13,154,68.46,lev2,Ventura,91390,33.7,2.845,1.298,4.391,Ventura,13,2.164,1.137,3.931,0.6109,27.71,Kidney diseases
241c,2014-2018,Total,D11,19,189,69.26,lev2,Ventura,91390,41.36,4.158,2.288,6.028,Ventura,19,3.451,2.055,5.587,0.8071,36.07,Cirrhosis of the liver
241c,2014-2018,Total,D66,49,212,77.8,lev2,Ventura,91390,46.39,10.72,7.721,13.73,Ventura,49,8.337,6.119,11.24,1.22,44.8,Chronic obstructive pulmonary disease
241c,2014-2018,Total,D68,14,8,82.64,lev2,Ventura,91390,1.751,3.064,1.459,4.669,Ventura,14,2.513,1.359,4.419,0.6826,1.4,Other respiratory diseases
241c,2014-2018,Total,D99,18,179,70.78,lev2,Ventura,91390,39.17,3.939,2.119,5.759,Ventura,18,3.314,1.943,5.431,0.7954,35.1,Other Chronic Conditions
241c,2014-2018,Total,E,46,691,63.98,lev1,Ventura,91390,151.2,10.07,7.157,12.98,Ventura,46,9.062,6.59,12.26,1.363,152,Injuries
241c,2014-2018,Total,E01,25,309,66.72,lev2,Ventura,91390,67.62,5.471,3.326,7.616,Ventura,25,4.841,3.104,7.322,0.9864,68.8,Unintentional injuries
241c,2014-2018,Total,E02,11,229,58.91,lev2,Ventura,91390,50.11,2.407,0.9847,3.83,Ventura,11,2.113,1.021,3.999,0.6619,50.67,Suicide/Self-harm
242,2014-2018,Female,0,34,248,74.18,lev0,Yolo,4502,1102,151,100.3,201.8,Winters,34,191.9,129.8,276.5,34.87,1515,All CAUSES
242,2014-2018,Female,C,13,10,83.08,lev1,Yolo,4502,44.42,57.75,26.36,89.15,Winters,13,68.68,34.48,126.3,20.56,52.41,Cardiovascular diseases
242,2014-2018,Male,0,29,244,71.83,lev0,Yolo,4452,1096,130.3,82.86,177.7,Winters,NA,NA,NA,NA,NA,NA,All CAUSES
242,2014-2018,Total,0,63,492,73.1,lev0,Yolo,8954,1099,140.7,106,175.5,Winters,63,217.3,162.8,286.2,29.81,1090,All CAUSES
242,2014-2018,Total,B,15,131,70.67,lev1,Yolo,8954,292.6,33.5,16.55,50.46,Winters,15,51.37,27.2,90.91,14.35,337.1,Cancer/Malignant neoplasms
242,2014-2018,Total,C,23,95,77.65,lev1,Yolo,8954,212.2,51.37,30.38,72.37,Winters,23,83.36,50.58,131.5,18.87,175.7,Cardiovascular diseases
242,2014-2018,Total,D,13,60,77.77,lev1,Yolo,8954,134,29.04,13.25,44.82,Winters,13,42.72,21.21,79.69,12.97,113.4,Other Chronic
243,2014-2018,Female,0,20,63,80.7,lev0,Yolo,2900,434.5,137.9,77.48,198.4,Esparto/Rumsey,20,466.1,259.9,775.6,121,360.1,All CAUSES
243,2014-2018,Male,0,24,327,64.33,lev0,Yolo,3049,2145,157.4,94.45,220.4,Esparto/Rumsey,24,152,97.01,230.4,31.25,2057,All CAUSES
243,2014-2018,Total,0,44,390,71.77,lev0,Yolo,5949,1311,147.9,104.2,191.6,Esparto/Rumsey,44,169.5,121.6,231.2,26.51,1236,All CAUSES
243,2014-2018,Total,C,18,212,69.44,lev1,Yolo,5949,712.7,60.51,32.56,88.47,Esparto/Rumsey,18,70.24,40.71,114.2,17.18,655.2,Cardiovascular diseases
243,2014-2018,Total,D,16,117,73.38,lev1,Yolo,5949,393.3,53.79,27.43,80.15,Esparto/Rumsey,16,60.97,33.96,102.3,15.86,384.3,Other Chronic
244,2014-2018,Female,0,180,885,78.53,lev0,Yolo,39270,450.7,91.68,78.28,105.1,Davis,180,100.5,85.92,117.6,7.754,731,All CAUSES
244,2014-2018,Female,B,36,204,74.11,lev1,Yolo,39270,103.9,18.34,12.35,24.33,Davis,36,20.62,14.37,29.44,3.482,123.2,Cancer/Malignant neoplasms
244,2014-2018,Female,C,54,211,81.94,lev1,Yolo,39270,107.5,27.5,20.17,34.84,Davis,54,28.73,21.29,38.66,4.078,196.9,Cardiovascular diseases
244,2014-2018,Female,C02,24,202,75,lev2,Yolo,39270,102.9,12.22,7.333,17.11,Davis,24,14.36,8.963,22.51,3.085,190.9,Ischaemic heart disease
244,2014-2018,Female,D,68,224,80.87,lev1,Yolo,39270,114.1,34.63,26.4,42.87,Davis,68,37.77,29.11,48.9,4.708,169.5,Other Chronic
244,2014-2018,Female,D05,24,31,87.29,lev2,Yolo,39270,15.79,12.22,7.333,17.11,Davis,24,11.48,7.294,18.21,2.381,16.63,Alzheimer’s disease and other dementias
