,year,CAUSE,Ndeaths,YLL,m.YLL,Level,pop,YLLper,YLLrateLCI,YLLrateUCI,cDeathRate,rateLCI,rateUCI,causeName,county,stateRate,SMR,aRate,aLCI,aUCI,YLL.adj.rate
18887,2009,110,60,2777.39,46.28983333,gbd36,680421,408.1869901,393.0063943,423.3675859,8.818069989,6.586831426,11.04930855,Mental and substance use disorders,San Joaquin,8.290808552,1.063595901,9.269147987,7.064098188,12.00796047,423.6460439
18903,2009,208,60,2704.76,45.07933333,gbd36,680421,397.5127164,382.5319252,412.4935075,8.818069989,6.586831426,11.04930855,Self-harm,San Joaquin,10.07896928,0.874897993,9.51227864,7.243921667,12.32265563,413.8266621
20027,2012,208,60,2573.59,42.89316667,gbd36,740568,347.5156907,334.0894994,360.9418819,8.101889361,6.05186617,10.15191255,Self-harm,San Mateo,10.05481147,0.805772379,7.79114472,5.930905128,10.10217075,346.4952702
20281,2004,168,60,960.07,16.00116667,gbd36,411190,233.4857365,218.7165357,248.2549374,14.59179455,10.89962894,18.28396015,Genitourinary diseases,Santa Barbara,12.76824324,1.14281928,14.76150629,11.21707915,19.17338829,247.6128691
21059,2011,209,60,3426.88,57.11466667,gbd36,1813860,188.9274806,182.6019964,195.2529648,3.30786279,2.4708734,4.144852179,Interpersonal violence,Santa Clara,5.205049487,0.635510344,3.403552867,2.593173641,4.400741338,195.1226206
21632,2013,198,60,2223.35,37.05583333,gbd36,270416,822.1961718,788.0202983,856.3720454,22.18803621,16.57379159,27.80228083,Unintentional injuries,Santa Cruz,19.5213178,1.136605451,22.46373948,17.12001088,29.01656704,825.8437456
21980,2008,198,60,2120.88,35.348,gbd36,176629,1200.754123,1149.65139,1251.856856,33.96950671,25.37419351,42.5648199,Unintentional injuries,Shasta,19.96135144,1.701763872,31.89539067,24.23483592,41.48781885,1229.561152
22167,2014,198,60,2165.79,36.0965,gbd36,179251,1208.244305,1157.358732,1259.129879,33.47261661,25.00303165,41.94220157,Unintentional injuries,Shasta,20.09581457,1.665651148,31.14021701,23.61566996,40.51828772,1228.209633
23986,2003,208,60,2771.31,46.1885,gbd36,483007,573.7618709,552.4001016,595.1236403,12.42218022,9.278992697,15.56536774,Self-harm,Stanislaus,9.596221734,1.294486576,13.52234814,10.2613733,17.58270734,592.9312358
24148,2008,160,60,2082.31,34.70516667,gbd36,510396,407.9792945,390.4560903,425.5024987,11.75557802,8.781061031,14.73009501,Cirrhosis of the liver,Stanislaus,11.14601491,1.054688883,13.75611204,10.46931666,17.80401831,464.5638699
24182,2009,167,60,1313.68,21.89466667,gbd36,512052,256.5520689,242.6787996,270.4253383,11.71755994,8.75266267,14.6824572,Other digestive diseases,Stanislaus,8.719643477,1.343811816,14.22560425,10.84163181,18.36292225,302.8978791
24725,2011,132,60,644.68,10.74466667,gbd36,95458,675.3546062,623.2221894,727.487023,62.85486811,46.95068434,78.75905188,Alzheimer’s disease and other dementias,Sutter,52.57869724,1.195443619,64.96830631,49.51659603,83.79530116,683.8905203
26754,2004,105,60,1468.8,24.48,gbd36,795046,184.7440274,175.2960865,194.1919682,7.546733145,5.637181277,9.456285013,"Endocrine, blood, immune disorders",Ventura,6.307204492,1.196525839,9.032387245,6.868227794,11.69470479,204.285856
27126,2015,138,60,1802.89,30.04816667,gbd36,852013,211.6035788,201.8360099,221.3711477,7.042146071,5.260270003,8.824022138,Other neurological conditions,Ventura,5.637508366,1.249159312,6.804127344,5.190883938,8.779756785,207.4667011
27401,2008,155,60,1102.43,18.37383333,gbd36,197589,557.9409785,525.005738,590.876219,30.36606289,22.68253003,38.04959575,Chronic obstructive pulmonary disease,Yolo,34.57760809,0.878200216,41.83634627,31.85864133,54.08416413,768.8096974
1521,2003,133,61,790.37,12.95688525,gbd36,1467187,53.86975212,50.11416497,57.62533927,4.1576159,3.114271863,5.200959937,Parkinson disease,Alameda,5.094813836,0.81604864,5.191473457,3.959001679,6.708009935,67.35428441
1592,2005,138,61,2055.38,33.6947541,gbd36,1459882,140.790831,134.7042081,146.877454,4.1784199,3.129855148,5.226984652,Other neurological conditions,Alameda,4.562938568,0.915730036,4.769473639,3.632580176,6.177590454,150.4669885
1626,2006,138,61,2227.39,36.51459016,gbd36,1464839,152.0569837,145.7422313,158.3717362,4.16428017,3.11926375,5.20929659,Other neurological conditions,Alameda,4.585229569,0.908194477,4.778800601,3.636712675,6.190468718,161.9208605
2919,2015,160,61,2031.18,33.29803279,gbd36,224363,905.309699,865.9391874,944.6802106,27.1880836,20.36529727,34.01086992,Cirrhosis of the liver,Butte,13.80447098,1.969512894,25.33151914,19.27817544,32.8771642,883.7194004
3644,2015,147,61,927.75,15.20901639,gbd36,22271,4165.73122,3897.676256,4433.786184,273.8987922,205.1645275,342.6330568,Cardiovascular diseases,Colusa,214.1126701,1.27922739,264.6592447,202.3788281,341.0968744,4112.120435
3864,2006,46,61,1387.03,22.73819672,gbd36,1010104,137.3155635,130.0891148,144.5420123,6.038982125,4.523513611,7.554450638,Other infectious diseases,Contra Costa,5.228044544,1.155112982,6.394301472,4.879422623,8.260888352,143.3197742
3964,2009,46,61,1317.39,21.59655738,gbd36,1043501,126.2471239,119.4298239,133.0644238,5.845705946,4.378739639,7.312672252,Other infectious diseases,Contra Costa,4.585027501,1.274955482,5.905753025,4.514488925,7.611005567,126.7959895
4125,2013,209,61,3454.83,56.63655738,gbd36,1089656,317.0569427,306.4845809,327.6293046,5.598097014,4.193267593,7.002926435,Interpersonal violence,Contra Costa,4.808013794,1.164326321,5.815112049,4.441563151,7.495974901,336.2627443
5129,2001,209,61,3709.85,60.81721311,gbd36,815003,455.1946435,440.5470237,469.8422633,7.484635026,5.60638328,9.362886772,Interpersonal violence,Fresno,6.667102834,1.122621806,7.375037788,5.627205338,9.608149794,442.0364348
6493,2015,198,61,2365.29,38.7752459,gbd36,135090,1750.8994,1680.338017,1821.460784,45.1550818,33.82351908,56.48664451,Unintentional injuries,Humboldt,20.91920112,2.158547143,43.29876338,33.03183776,55.96842391,1735.501782
6522,2000,198,61,2226.07,36.49295082,gbd36,143151,1555.050262,1490.451661,1619.648863,42.6123464,31.91887722,53.30581559,Unintentional injuries,Imperial,21.02595422,2.02665458,62.69083958,46.38887667,83.65470434,1614.353183
7663,2009,157,61,1603.34,26.2842623,gbd36,831134,192.9099279,183.4673656,202.3524901,7.339370065,5.497572224,9.181167907,Other respiratory diseases,Kern,9.016321727,0.814009336,10.52814637,8.008940586,13.63950057,241.6163651
7796,2013,138,61,2179.05,35.72213115,gbd36,868594,250.8709478,240.3376378,261.4042577,7.022843814,5.260477499,8.78521013,Other neurological conditions,Kern,5.060792839,1.387696363,8.44967719,6.438337849,10.96705165,276.8731215
10049,2010,132,61,645.51,10.58213115,gbd36,150193,429.7870074,396.6319422,462.9420726,40.61440946,30.4223179,50.80650102,Alzheimer’s disease and other dementias,Madera,47.96217925,0.846800752,53.2111379,40.62732274,68.52779566,541.2122846
10316,2003,48,61,671.43,11.00704918,gbd36,247280,271.5262051,250.9881427,292.0642676,24.66839211,18.4779165,30.85886771,Lower respiratory infections,Marin,23.22760384,1.062029139,21.83897696,16.68927373,28.43700414,239.9526908
10558,2010,198,61,1463.35,23.98934426,gbd36,252185,580.2684537,550.5379036,609.9990039,24.18859171,18.1185209,30.25866252,Unintentional injuries,Marin,18.1686285,1.33133834,20.22449976,15.28531413,26.59495707,594.9708935
11454,2013,155,61,999.05,16.37786885,gbd36,88064,1134.45903,1064.1124,1204.805659,69.26780523,51.88521067,86.65039979,Chronic obstructive pulmonary disease,Mendocino,33.86978606,2.045120837,54.05925706,41.3019716,70.15847305,887.8996254
12517,2000,48,61,1024.11,16.78868852,gbd36,402854,254.2136854,238.6442195,269.7831512,15.1419621,11.34212194,18.94180226,Lower respiratory infections,Monterey,24.67880568,0.613561381,20.30393703,15.45428367,26.2926345,325.7082732
12557,2001,104,61,1330,21.80327869,gbd36,406264,327.3733336,309.7792937,344.9673734,15.01486718,11.2469212,18.78281316,Diabetes mellitus,Monterey,18.17589573,0.82608678,20.65043077,15.73055776,26.69450542,447.8013963
12622,2003,104,61,1360.6,22.30491803,gbd36,411941,330.2900173,312.7399694,347.8400651,14.8079458,11.09192625,18.52396534,Diabetes mellitus,Monterey,19.46088901,0.760907983,18.66900582,14.20879187,24.15353038,404.6092419
12718,2006,104,61,1408.94,23.09737705,gbd36,405877,347.1347231,329.0088098,365.2606364,15.02918372,11.25764503,18.8007224,Diabetes mellitus,Monterey,19.23203088,0.781466285,18.57184457,14.14605565,24.02722131,421.8962708
12827,2009,168,61,1128.74,18.50393443,gbd36,413590,272.912788,256.9916166,288.8339595,14.74890592,11.0477023,18.45010955,Genitourinary diseases,Monterey,13.53392235,1.089773204,16.92454626,12.9272392,21.84810134,312.3166063
13664,2005,155,61,872.59,14.3047541,gbd36,97802,892.2005685,833.0027816,951.3983554,62.37091266,46.71907724,78.02274808,Chronic obstructive pulmonary disease,Nevada,34.77503851,1.793554093,46.33077827,35.33338739,61.01228907,657.526259
14489,2015,13,61,972.97,15.95032787,gbd36,3161218,30.77832658,28.84438492,32.71226825,1.929635982,1.445398322,2.413873642,Diarrhoeal diseases,Orange,2.831555065,0.681475704,1.875828995,1.434736222,2.41436887,30.52862193
14829,2009,157,61,912.3,14.9557377,gbd36,344088,265.135663,247.9309512,282.3403747,17.72802306,13.27921692,22.17682921,Other respiratory diseases,Placer,9.016321727,1.966214561,15.72627977,12.02046077,20.35533234,236.7053074
15496,2003,10,61,2785.93,45.67098361,gbd36,1772427,157.1816498,151.3449839,163.0183157,3.441608597,2.577944927,4.305272267,HIV/AIDS,Riverside,3.854312852,0.892924038,3.720769021,2.833510683,4.833627477,166.18519
15542,2004,103,61,1330.45,21.81065574,gbd36,1856879,71.64979517,67.79976826,75.49982208,3.285082119,2.460698404,4.109465834,Other neoplasms,Riverside,3.38435363,0.970667512,3.896888747,2.957513273,5.061485788,79.23320871
15712,2009,46,61,1996.31,32.72639344,gbd36,2158399,92.49031342,88.43307667,96.54755018,2.826168841,2.116948346,3.535389336,Other infectious diseases,Riverside,4.585027501,0.616390816,3.157665828,2.410050417,4.071427253,99.2089665
15813,2012,13,61,1166.91,19.12967213,gbd36,2253317,51.78632212,48.81503597,54.75760827,2.707120214,2.027774695,3.386465734,Diarrhoeal diseases,Riverside,3.138678405,0.862503215,2.867938945,2.191605598,3.692600683,53.34709901
15925,2015,58,61,5572.56,91.35344262,gbd36,2329256,239.2420584,232.9606325,245.5234844,2.618861989,1.961664666,3.276059311,Neonatal conditions,Riverside,2.887878945,0.90684618,2.593222342,1.983584961,3.336781882,236.7899794
16109,2004,138,61,2320.23,38.03655738,gbd36,1342899,172.7776996,165.7474578,179.8079413,4.542411604,3.40250398,5.682319227,Other neurological conditions,Sacramento,4.43042657,1.025276355,4.94440686,3.764009563,6.403106345,178.1767328
16204,2007,58,61,5608.34,91.94,gbd36,1388086,404.034044,393.4598108,414.6082772,4.394540396,3.291740708,5.497340084,Neonatal conditions,Sacramento,3.972365359,1.106277998,3.868740072,2.959279609,5.019176739,355.6919622
16235,2008,21,61,2131.25,34.93852459,gbd36,1400939,152.130107,145.6713929,158.5888212,4.354222418,3.261540433,5.446904403,Hepatitis,Sacramento,3.722573627,1.169680671,4.842803312,3.696021196,6.256000049,166.8057893
16267,2009,13,61,1004.91,16.47393443,gbd36,1411403,71.19936687,66.79725942,75.60147432,4.321940651,3.2373597,5.406521601,Diarrhoeal diseases,Sacramento,2.912841001,1.4837544,4.835330701,3.695298904,6.234108384,79.14386673
16933,2000,179,61,1592.71,26.11,gbd36,1719190,92.64304702,88.09324427,97.19284976,3.548182574,2.657774413,4.438590736,Musculoskeletal diseases,San Bernardino,3.935197474,0.901652991,5.352034779,4.063281151,6.961043709,127.178109
17128,2006,103,61,1642.02,26.91836066,gbd36,1976767,83.06593544,79.04819543,87.08367545,3.085846739,2.311460679,3.860232798,Other neoplasms,San Bernardino,3.586521323,0.860401057,4.405806146,3.345104347,5.724731107,103.3657797
18002,2015,63,61,808.07,13.24704918,gbd36,3275084,24.67326029,22.97208079,26.37443978,1.862547648,1.395145649,2.329949646,Nutritional deficiencies,San Diego,1.372254534,1.357290212,1.82671365,1.396968201,2.3494553,24.81004177
18113,2002,138,61,1343.88,22.03081967,gbd36,783255,171.5763066,162.4030158,180.7495974,7.788012844,5.833629141,9.742396547,Other neurological conditions,San Francisco,4.459290938,1.746468878,7.992924795,6.075073447,10.41272772,200.2336469
18322,2008,160,61,2081.8,34.12786885,gbd36,798673,260.6573654,249.460445,271.8542858,7.637668983,5.721013722,9.554324245,Cirrhosis of the liver,San Francisco,11.14601491,0.685237643,7.376154082,5.627239068,9.656025833,249.0539571
18658,2002,167,61,1529.36,25.07147541,gbd36,603544,253.3966041,240.6968878,266.0963203,10.10696817,7.570648026,12.64328832,Other digestive diseases,San Joaquin,8.849889333,1.142044583,12.94041039,9.852188214,16.73116578,316.566024
18664,2002,208,61,2833.89,46.45721311,gbd36,603544,469.5415744,452.2541359,486.8290129,10.10696817,7.570648026,12.64328832,Self-harm,San Joaquin,9.187627672,1.100062882,11.261666,8.566583262,14.61352188,496.0675574
18734,2004,209,61,3599.5,59.00819672,gbd36,638522,563.7237245,545.3078089,582.13964,9.55331218,7.155930716,11.95069364,Interpersonal violence,San Joaquin,6.961699326,1.372267277,9.778767569,7.455388519,12.69552426,560.1339699
18818,2007,105,61,1715.29,28.1195082,gbd36,669737,256.1139671,243.9936893,268.234245,9.108052863,6.822408188,11.39369754,"Endocrine, blood, immune disorders",San Joaquin,6.812114149,1.337037616,11.07503874,8.435769345,14.32594182,289.8753851
19781,2005,105,61,1625.37,26.64540984,gbd36,699277,232.4357872,221.1358777,243.7356968,8.723295632,6.534204889,10.91238638,"Endocrine, blood, immune disorders",San Mateo,6.788830038,1.284948302,8.874384021,6.765372964,11.47273247,235.7099244
19981,2011,133,61,768.69,12.60147541,gbd36,729292,105.4022257,97.95109372,112.8533577,8.364276586,6.265280837,10.46327233,Parkinson disease,San Mateo,6.147320047,1.360637891,7.269328034,5.557132908,9.414672714,93.33498789
20045,2013,133,61,745.22,12.21672131,gbd36,748761,99.52708541,92.38134679,106.672824,8.146791833,6.102373377,10.19121029,Parkinson disease,San Mateo,6.611344713,1.232244299,6.789955968,5.189170503,8.805591953,85.65009248
20331,2006,104,61,1199.15,19.65819672,gbd36,412853,290.4544717,274.0149415,306.8940019,14.77523477,11.06742398,18.48304556,Diabetes mellitus,Santa Barbara,19.23203088,0.768261806,15.34273957,11.68060963,19.85835066,318.5533357
20344,2006,168,61,810.37,13.2847541,gbd36,412853,196.2853606,182.7710367,209.7996846,14.77523477,11.06742398,18.48304556,Genitourinary diseases,Santa Barbara,13.77224188,1.072827133,13.97550823,10.66580841,18.09306262,187.8700331
20543,2012,168,61,920.75,15.0942623,gbd36,430287,213.9850844,200.1634077,227.8067611,14.17658447,10.61900358,17.73416535,Genitourinary diseases,Santa Barbara,17.34947862,0.817118761,12.54770898,9.572255954,16.22389154,205.5565862
20660,2000,103,61,1351.26,22.15180328,gbd36,1687415,80.07870026,75.80901712,84.3483834,3.614996904,2.707821841,4.522171966,Other neoplasms,Santa Clara,3.455797483,1.046067347,4.757051432,3.614171933,6.173970603,96.00749513
20667,2000,138,61,2005.34,32.87442623,gbd36,1687415,118.840949,113.6395497,124.0423483,3.614996904,2.707821841,4.522171966,Other neurological conditions,Santa Clara,4.341069859,0.832743315,4.803764815,3.651608518,6.230771754,144.6452887
20692,2001,58,61,5608.34,91.94,gbd36,1693171,331.2329351,322.5640263,339.901844,3.602707582,2.698616497,4.506798668,Neonatal conditions,Santa Clara,3.972445887,0.906924269,3.208164518,2.453991652,4.188139066,294.9586458
20702,2001,138,61,2019.19,33.10147541,gbd36,1693171,119.2549364,114.0533495,124.4565234,3.602707582,2.698616497,4.506798668,Other neurological conditions,Santa Clara,4.314348596,0.8350525,4.705083344,3.574654328,6.105903285,140.031752
20834,2005,103,61,1401.16,22.96983607,gbd36,1699521,82.44440639,78.12757167,86.76124112,3.589246617,2.688533529,4.489959705,Other neoplasms,Santa Clara,3.334668868,1.076342737,4.578104245,3.488945813,5.911712069,99.99114766
20850,2005,179,61,1341.78,21.99639344,gbd36,1699521,78.95048075,74.72610819,83.17485331,3.589246617,2.688533529,4.489959705,Musculoskeletal diseases,Santa Clara,3.84042698,0.93459572,4.578288867,3.48811029,5.913188633,93.31181182
21177,2015,103,61,1271.16,20.83868852,gbd36,1915102,66.37557686,62.72672451,70.02442921,3.185208934,2.385888163,3.984529705,Other neoplasms,Santa Clara,3.581686741,0.889304164,3.206136334,2.452230649,4.128928657,66.21122229
21227,2000,198,61,2337.45,38.31885246,gbd36,255869,913.5338787,876.4997966,950.5679607,23.84032454,17.85765057,29.82299852,Unintentional injuries,Santa Cruz,21.02595422,1.133852205,26.22432539,19.86688492,34.19405418,939.383344
23154,2010,168,61,1067,17.49180328,gbd36,412573,258.6208986,243.1031219,274.1386753,14.78526224,11.07493508,18.4955894,Genitourinary diseases,Solano,14.07847728,1.050203225,16.61604089,12.69126801,21.4034219,276.3511683
23190,2011,208,61,2712.4,44.46557377,gbd36,414648,654.1452027,629.5276212,678.7627842,14.71127318,11.0195134,18.40303295,Self-harm,Solano,10.45522179,1.407074233,14.70413016,11.23681498,18.96596049,651.4275193
23353,2000,168,61,845.07,13.85360656,gbd36,460477,183.5205667,171.1472397,195.8938937,13.24713286,9.922795693,16.57147004,Genitourinary diseases,Sonoma,12.14381941,1.090853908,12.70638671,9.682883222,16.48582959,174.855224
23450,2003,160,61,1967.29,32.25065574,gbd36,468257,420.1303985,401.565268,438.6955289,13.0270343,9.757930351,16.29613825,Cirrhosis of the liver,Sonoma,10.79716232,1.206523891,12.6646646,9.633347863,16.43340044,398.4046396
23484,2004,157,61,844.21,13.8395082,gbd36,469933,179.6447579,167.526578,191.7629377,12.98057383,9.723129026,16.23801863,Other respiratory diseases,Sonoma,8.80491341,1.474242076,11.99931853,9.150333854,15.55777874,169.2700157
23521,2005,168,61,965.09,15.82114754,gbd36,469524,205.5464683,192.5784325,218.5145042,12.99188114,9.731598795,16.25216348,Genitourinary diseases,Sonoma,12.96630412,1.001972576,12.22087085,9.318599619,15.835535,202.7448249
23733,2012,48,61,759.95,12.45819672,gbd36,489752,155.1703719,144.1381146,166.2026293,12.45528349,9.329659077,15.5809079,Lower respiratory infections,Sonoma,15.3017144,0.813979608,10.03653466,7.668014971,13.00355853,132.6095423
23781,2013,157,61,945.4,15.49836066,gbd36,494416,191.2154946,179.0266267,203.4043626,12.33778842,9.241649122,15.43392772,Other respiratory diseases,Sonoma,10.91119445,1.130745903,10.33781337,7.894705567,13.39317886,171.9329916
23783,2013,167,61,1023.95,16.78606557,gbd36,494416,207.1029255,194.4177947,219.7880563,12.33778842,9.241649122,15.43392772,Other digestive diseases,Sonoma,8.380798028,1.472149595,10.10578067,7.717657134,13.09993471,182.041155
23917,2001,168,61,1019.28,16.7095082,gbd36,463128,220.0860237,206.5748274,233.59722,13.17130469,9.865996425,16.47661296,Genitourinary diseases,Stanislaus,12.49683378,1.053971344,16.74410236,12.76264722,21.65315583,267.0697151
24256,2011,208,61,2818.86,46.21081967,gbd36,518812,543.3297611,523.272352,563.3871701,11.7576309,8.807080778,14.70818101,Self-harm,Stanislaus,10.45522179,1.124570203,12.39883183,9.470651791,16.00159069,553.815849
24284,2012,167,61,1335.24,21.88918033,gbd36,523596,255.0134073,241.3351289,268.6916857,11.65020359,8.726612106,14.57379508,Other digestive diseases,Stanislaus,8.409239712,1.385405101,13.42316705,10.26129422,17.27052219,284.7741899
24355,2014,208,61,2599.09,42.60803279,gbd36,531720,488.8080193,470.0159003,507.6001383,11.47220342,8.59328066,14.35112617,Self-harm,Stanislaus,10.78230154,1.063984658,12.10839812,9.257083088,15.59491306,504.8927236
25671,2000,168,61,1117.48,18.31934426,gbd36,368805,303.0002305,285.2349867,320.7654742,16.53990591,12.38925501,20.69055682,Genitourinary diseases,Tulare,12.14381941,1.362001966,22.90293773,17.43179213,29.63572532,401.6484567
26719,2003,105,61,1596.69,26.1752459,gbd36,789367,202.2747341,192.3531863,212.1962818,7.727710938,5.788459858,9.666962018,"Endocrine, blood, immune disorders",Ventura,6.456821749,1.19682891,8.754708205,6.667306877,11.333952,216.2845174
26889,2008,105,61,1650.84,27.06295082,gbd36,812028,203.2984084,193.4915574,213.1052595,7.512056235,5.6269232,9.397189269,"Endocrine, blood, immune disorders",Ventura,7.078859032,1.061195907,8.336993843,6.364248944,10.76104132,217.6850497
26990,2011,133,61,787.53,12.91032787,gbd36,831450,94.71766192,88.10242341,101.3329004,7.336580672,5.495482822,9.177678522,Parkinson disease,Ventura,6.147320047,1.193460014,7.538555533,5.765556644,9.706878242,97.84602964
27205,2002,48,61,906.81,14.8657377,gbd36,179271,505.8319527,472.9091955,538.75471,34.02669701,25.48777656,42.56561746,Lower respiratory infections,Yolo,23.24097716,1.464082029,47.64002815,36.32138302,61.55150332,641.4999896
27236,2003,48,61,782.77,12.83229508,gbd36,182331,429.3126237,399.2376911,459.3875564,33.45563837,25.06002376,41.85125298,Lower respiratory infections,Yolo,23.22760384,1.440339632,46.94715076,35.81790222,60.62351902,579.3441723
27327,2006,48,61,670.46,10.99114754,gbd36,190809,351.3775556,324.7803707,377.9747404,31.96914192,23.94656013,39.9917237,Lower respiratory infections,Yolo,20.15073211,1.586500269,45.5952256,34.82096135,58.80386018,499.3394986
27371,2007,155,61,896.04,14.68918033,gbd36,194854,459.8519917,429.7425666,489.9614169,31.30549026,23.44945032,39.16153021,Chronic obstructive pulmonary disease,Yolo,32.55862269,0.961511504,43.34422349,33.09536306,55.92512333,643.4300474
1335,2015,19,62,2532.69,40.84983871,gbd36,39059809,6.484133089,6.231605407,6.736660772,0.158730935,0.119220317,0.198241553,Meningitis,CALIFORNIA STATE,NA,0,NA,NA,NA,NA
1516,2003,103,62,1348.29,21.7466129,gbd36,1467187,91.89626135,86.99108893,96.80143377,4.225773538,3.173912266,5.27763481,Other neoplasms,Alameda,3.639556417,1.161068288,5.132125718,3.915348217,6.630854271,103.2896653
1662,2007,138,62,2008.05,32.38790323,gbd36,1476401,136.0097968,130.0609741,141.9586194,4.199401111,3.154104349,5.244697873,Other neurological conditions,Alameda,4.500372601,0.933122984,4.767511387,3.644111786,6.152470035,147.7610879
1695,2008,133,62,846.68,13.65612903,gbd36,1491781,56.75632013,52.93333446,60.5793058,4.156106024,3.121586088,5.19062596,Parkinson disease,Alameda,5.456337874,0.761702468,4.789169835,3.667602093,6.166773137,64.81652938
2733,2009,198,62,1960.58,31.62225806,gbd36,219287,894.0703279,854.4947297,933.6459262,28.27344986,21.23574501,35.31115472,Unintentional injuries,Butte,19.45400198,1.453348771,26.9907075,20.60046626,34.90232806,921.8366442
4158,2014,209,62,3760.5,60.65322581,gbd36,1102941,340.9520546,330.0547621,351.849347,5.621334233,4.222096028,7.020572437,Interpersonal violence,Contra Costa,4.654175167,1.207804612,5.924974451,4.537487505,7.619394468,363.3722166
4383,2008,70,62,1479.64,23.86516129,gbd36,28571,5178.817682,4914.941203,5442.694162,217.003255,162.9877434,271.0187667,Malignant neoplasms,Del Norte,147.2614312,1.473591919,222.6344036,170.2196882,287.0390589,5313.16882
5197,2003,209,62,3645.98,58.80612903,gbd36,845917,431.0091888,417.0188743,444.9995034,7.329324272,5.504940574,9.15370797,Interpersonal violence,Fresno,7.010667291,1.04545316,7.307923515,5.5819923,9.486266049,418.21468
5548,2013,209,62,3698.52,59.65354839,gbd36,959506,385.4608517,373.0381979,397.8835055,6.461658395,4.853250334,8.070066456,Interpersonal violence,Fresno,4.808013794,1.343935078,6.369110121,4.874393363,8.21490713,371.0846813
5617,2015,209,62,3452.44,55.68451613,gbd36,979357,352.5210929,340.7621,364.2800858,6.330684316,4.754877757,7.906490876,Interpersonal violence,Fresno,5.053788153,1.252661197,6.451502651,4.937862911,8.303432748,348.6892871
7281,2013,147,62,860.56,13.88,gbd36,18585,4630.400861,4321.032353,4939.769369,333.6023675,250.563509,416.641226,Cardiovascular diseases,Inyo,210.0828401,1.587956291,205.7664227,157.1538853,270.8154303,3155.916349
7507,2005,46,62,2237.79,36.0933871,gbd36,761972,293.6840199,281.5160327,305.852007,8.136781929,6.111409363,10.16215449,Other infectious diseases,Kern,6.027413979,1.349962348,10.23522398,7.795494683,13.30064612,337.0902245
10260,2001,132,62,757.46,12.21709677,gbd36,247731,305.7590693,283.9845996,327.533539,25.02714638,18.79749735,31.25679541,Alzheimer’s disease and other dementias,Marin,21.54276818,1.161742362,23.02258573,17.60960061,29.95947638,282.8632673
11870,2010,198,62,2182.51,35.20177419,gbd36,256803,849.8771432,814.221677,885.5326094,24.14302014,18.13344398,30.15259629,Unintentional injuries,Merced,18.1686285,1.328830084,29.69086974,22.62682731,38.38140263,904.8479414
13165,2004,155,62,846.79,13.65790323,gbd36,130204,650.3563639,606.5525802,694.1601475,47.61758471,35.76482147,59.47034795,Chronic obstructive pulmonary disease,Napa,33.49391299,1.421678761,38.38377629,29.27500644,49.79924507,554.2704492
13253,2007,155,62,895.81,14.44854839,gbd36,133155,672.7573129,628.7019721,716.8126537,46.56227705,34.97219643,58.15235766,Chronic obstructive pulmonary disease,Napa,32.55862269,1.430105858,38.06194769,29.06334942,49.33882968,585.7384231
14351,2011,21,62,1991.74,32.12483871,gbd36,3048993,65.32451862,62.45566766,68.19336958,2.03345826,1.527298625,2.539617895,Hepatitis,Orange,3.445259681,0.590219156,2.125292661,1.627753506,2.732428254,67.3781244
14623,2003,48,62,852.52,13.75032258,gbd36,290655,293.3099379,273.6209868,312.998889,21.33113141,16.02147844,26.64078438,Lower respiratory infections,Placer,23.22760384,0.918352644,20.92006538,15.98658664,27.00921069,277.4255858
14735,2006,168,62,978.12,15.77612903,gbd36,322270,303.5094796,284.4888766,322.5300827,19.2385267,14.44975584,24.02729756,Genitourinary diseases,Placer,13.77224188,1.396905955,18.56336765,14.20077394,23.96373065,287.4533193
15182,2006,147,62,1126.65,18.17177419,gbd36,20710,5440.125543,5122.465564,5757.785522,299.3722839,224.8538298,373.890738,Cardiovascular diseases,Plumas,235.573756,1.270821882,234.1758829,178.9116841,307.9717036,4112.4644
15396,2000,46,62,1902.72,30.68903226,gbd36,1557271,122.1829726,116.6929854,127.6729599,3.981323739,2.990309853,4.972337624,Other infectious diseases,Riverside,4.758706661,0.836639873,4.442884398,3.371456262,5.790351997,131.3310961
15489,2002,185,62,4630.68,74.6883871,gbd36,1688407,274.2632552,266.3638693,282.1626412,3.672100388,2.758057042,4.586143735,Congenital anomalies,Riverside,3.726570476,0.98538332,3.401761816,2.599947993,4.427577968,246.1705528
15628,2006,179,62,1598.41,25.78080645,gbd36,2017350,79.2331524,75.34886879,83.11743601,3.073338786,2.308336588,3.838340984,Musculoskeletal diseases,Riverside,3.545138385,0.866916451,3.610706336,2.7556089,4.66379833,89.27209549
15769,2010,179,62,1519.19,24.50306452,gbd36,2196137,69.1755569,65.69703527,72.65407853,2.823138994,2.120415446,3.525862542,Musculoskeletal diseases,Riverside,3.281228057,0.860390971,3.195711088,2.447112895,4.10580435,77.60116703
16500,2015,179,62,1551.07,25.01725806,gbd36,1489952,104.1020113,98.92127474,109.2827479,4.161207878,3.12541801,5.196997745,Musculoskeletal diseases,Sacramento,3.184859404,1.306559364,4.235059084,3.24684179,5.431107684,105.0981571
16512,2000,70,62,1478.57,23.84790323,gbd36,53635,2756.726018,2616.211645,2897.240392,115.5961592,86.82246323,144.3698552,Malignant neoplasms,San Benito,155.8932303,0.741508525,184.5674191,140.3695223,239.2740652,3909.701035
