Year,County,Disease,Cases
2017,Madera,Chikungunya Virus Infection,0
2017,Madera,Chlamydia,820
2017,Madera,Cholera,0
2017,Madera,Ciguatera Fish Poisoning,0
2017,Madera,Coccidioidomycosis,65
2017,Madera,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Madera,Cryptosporidiosis,2
2017,Madera,Cyclosporiasis,0
2017,Madera,Cysticercosis or Taeniasis,0
2017,Madera,Dengue,0
2017,Madera,Diphtheria,0
2017,Madera,Domoic Acid Poisoning,0
2017,Madera,E. coli O157,2
2017,Madera,E. coli Other STEC (non-O157),1
2017,Madera,Early Syphilis,50
2017,Madera,Ehrlichiosis,0
2017,Madera,Flavivirus Infection of Undetermined Species,0
2017,Madera,Giardiasis,8
2017,Madera,Gonorrhea,226
2017,Madera,Hantavirus Infection,0
2017,Madera,Hemolytic Uremic Syndrome,0
2017,Madera,Hepatitis A,0
2017,Madera,"Hepatitis B, Acute",2
2017,Madera,"Hepatitis C, Acute",2
2017,Madera,"Hepatitis E, acute infection",1
2017,Madera,Invasive Meningococcal Disease,0
2017,Madera,Legionellosis,2
2017,Madera,Leprosy,0
2017,Madera,Leptospirosis,0
2017,Madera,Listeriosis,0
2017,Madera,Lyme Disease,0
2017,Madera,Malaria,0
2017,Madera,Measles,0
2017,Madera,Mumps,1
2017,Madera,Paralytic Shellfish Poisoning,0
2017,Madera,Pertussis,7
2017,Madera,"Plague, human",0
2017,Madera,Psittacosis,0
2017,Madera,Q Fever,1
2017,Madera,"Rabies, human",0
2017,Madera,Relapsing Fever,0
2017,Madera,Rubella,0
2017,Madera,Salmonellosis,38
2017,Madera,Scombroid Fish Poisoning,0
2017,Madera,Shiga Toxin Positive Feces (without culture confirmation),2
2017,Madera,Shigellosis,5
2017,Madera,Spotted Fever Rickettsiosis,0
2017,Madera,Streptococcal Infection (cases in food and dairy workers),0
2017,Madera,TB,3
2017,Madera,Tetanus,0
2017,Madera,Trichinosis,0
2017,Madera,Tularemia,0
2017,Madera,"Typhoid Fever, case",2
2017,Madera,Typhus Fever,0
2017,Madera,Varicella Hospitalizations,0
2017,Madera,Vibrio Infection (non-Cholera),0
2017,Madera,Yellow Fever,0
2017,Madera,Yersiniosis,0
2017,Madera,Zika Virus Infection,0
2017,Marin,Amebiasis,7
2017,Marin,Anaplasmosis,2
2017,Marin,Anthrax,0
2017,Marin,Babesiosis,0
2017,Marin,"Botulism, Foodborne",0
2017,Marin,"Botulism, Other",0
2017,Marin,"Botulism, Wound",0
2017,Marin,Brucellosis,0
2017,Marin,Campylobacteriosis,134
2017,Marin,Chikungunya Virus Infection,0
2017,Marin,Chlamydia,894
2017,Marin,Cholera,0
2017,Marin,Ciguatera Fish Poisoning,0
2017,Marin,Coccidioidomycosis,4
2017,Marin,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Marin,Cryptosporidiosis,39
2017,Marin,Cyclosporiasis,0
2017,Marin,Cysticercosis or Taeniasis,0
2017,Marin,Dengue,2
2017,Marin,Diphtheria,0
2017,Marin,Domoic Acid Poisoning,0
2017,Marin,E. coli O157,9
2017,Marin,E. coli Other STEC (non-O157),15
2017,Marin,Early Syphilis,38
2017,Marin,Ehrlichiosis,0
2017,Marin,Flavivirus Infection of Undetermined Species,0
2017,Marin,Giardiasis,47
2017,Marin,Gonorrhea,219
2017,Marin,Hantavirus Infection,0
2017,Marin,Hemolytic Uremic Syndrome,0
2017,Marin,Hepatitis A,8
2017,Marin,"Hepatitis B, Acute",1
2017,Marin,"Hepatitis C, Acute",1
2017,Marin,"Hepatitis E, acute infection",1
2017,Marin,Invasive Meningococcal Disease,0
2017,Marin,Legionellosis,1
2017,Marin,Leprosy,0
2017,Marin,Leptospirosis,0
2017,Marin,Listeriosis,0
2017,Marin,Lyme Disease,0
2017,Marin,Malaria,0
2017,Marin,Measles,0
2017,Marin,Mumps,3
2017,Marin,Paralytic Shellfish Poisoning,0
2017,Marin,Pertussis,40
2017,Marin,"Plague, human",0
2017,Marin,Psittacosis,0
2017,Marin,Q Fever,0
2017,Marin,"Rabies, human",0
2017,Marin,Relapsing Fever,0
2017,Marin,Rubella,0
2017,Marin,Salmonellosis,39
2017,Marin,Scombroid Fish Poisoning,0
2017,Marin,Shiga Toxin Positive Feces (without culture confirmation),10
2017,Marin,Shigellosis,31
2017,Marin,Spotted Fever Rickettsiosis,0
2017,Marin,Streptococcal Infection (cases in food and dairy workers),0
2017,Marin,TB,6
2017,Marin,Tetanus,0
2017,Marin,Trichinosis,0
2017,Marin,Tularemia,0
2017,Marin,"Typhoid Fever, case",1
2017,Marin,Typhus Fever,0
2017,Marin,Varicella Hospitalizations,0
2017,Marin,Vibrio Infection (non-Cholera),10
2017,Marin,Yellow Fever,0
2017,Marin,Yersiniosis,3
2017,Marin,Zika Virus Infection,1
2017,Mariposa,Amebiasis,0
2017,Mariposa,Anaplasmosis,0
2017,Mariposa,Anthrax,0
2017,Mariposa,Babesiosis,0
2017,Mariposa,"Botulism, Foodborne",0
2017,Mariposa,"Botulism, Other",0
2017,Mariposa,"Botulism, Wound",0
2017,Mariposa,Brucellosis,0
2017,Mariposa,Campylobacteriosis,1
2017,Mariposa,Chikungunya Virus Infection,0
2017,Mariposa,Chlamydia,24
2017,Mariposa,Cholera,0
2017,Mariposa,Ciguatera Fish Poisoning,0
2017,Mariposa,Coccidioidomycosis,3
2017,Mariposa,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Mariposa,Cryptosporidiosis,0
2017,Mariposa,Cyclosporiasis,0
2017,Mariposa,Cysticercosis or Taeniasis,0
2017,Mariposa,Dengue,0
2017,Mariposa,Diphtheria,0
2017,Mariposa,Domoic Acid Poisoning,0
2017,Mariposa,E. coli O157,1
2017,Mariposa,E. coli Other STEC (non-O157),0
2017,Mariposa,Early Syphilis,2
2017,Mariposa,Ehrlichiosis,0
2017,Mariposa,Flavivirus Infection of Undetermined Species,0
2017,Mariposa,Giardiasis,2
2017,Mariposa,Gonorrhea,8
2017,Mariposa,Hantavirus Infection,0
2017,Mariposa,Hemolytic Uremic Syndrome,0
2017,Mariposa,Hepatitis A,0
2017,Mariposa,"Hepatitis B, Acute",0
2017,Mariposa,"Hepatitis C, Acute",0
2017,Mariposa,"Hepatitis E, acute infection",0
2017,Mariposa,Invasive Meningococcal Disease,0
2017,Mariposa,Legionellosis,0
2017,Mariposa,Leprosy,0
2017,Mariposa,Leptospirosis,0
2017,Mariposa,Listeriosis,0
2017,Mariposa,Lyme Disease,0
2017,Mariposa,Malaria,0
2017,Mariposa,Measles,0
2017,Mariposa,Mumps,0
2017,Mariposa,Paralytic Shellfish Poisoning,0
2017,Mariposa,Pertussis,0
2017,Mariposa,"Plague, human",0
2017,Mariposa,Psittacosis,0
2017,Mariposa,Q Fever,0
2017,Mariposa,"Rabies, human",0
2017,Mariposa,Relapsing Fever,0
2017,Mariposa,Rubella,0
2017,Mariposa,Salmonellosis,1
2017,Mariposa,Scombroid Fish Poisoning,0
2017,Mariposa,Shiga Toxin Positive Feces (without culture confirmation),0
2017,Mariposa,Shigellosis,0
2017,Mariposa,Spotted Fever Rickettsiosis,0
2017,Mariposa,Streptococcal Infection (cases in food and dairy workers),0
2017,Mariposa,TB,0
2017,Mariposa,Tetanus,0
2017,Mariposa,Trichinosis,0
2017,Mariposa,Tularemia,0
2017,Mariposa,"Typhoid Fever, case",0
2017,Mariposa,Typhus Fever,0
2017,Mariposa,Varicella Hospitalizations,0
2017,Mariposa,Vibrio Infection (non-Cholera),0
2017,Mariposa,Yellow Fever,0
2017,Mariposa,Yersiniosis,0
2017,Mariposa,Zika Virus Infection,0
2017,Mendocino,Amebiasis,3
2017,Mendocino,Anaplasmosis,0
2017,Mendocino,Anthrax,0
2017,Mendocino,Babesiosis,0
2017,Mendocino,"Botulism, Foodborne",0
2017,Mendocino,"Botulism, Other",0
2017,Mendocino,"Botulism, Wound",1
2017,Mendocino,Brucellosis,0
2017,Mendocino,Campylobacteriosis,32
2017,Mendocino,Chikungunya Virus Infection,0
2017,Mendocino,Chlamydia,361
2017,Mendocino,Cholera,0
2017,Mendocino,Ciguatera Fish Poisoning,0
2017,Mendocino,Coccidioidomycosis,1
2017,Mendocino,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Mendocino,Cryptosporidiosis,1
2017,Mendocino,Cyclosporiasis,0
2017,Mendocino,Cysticercosis or Taeniasis,0
2017,Mendocino,Dengue,0
2017,Mendocino,Diphtheria,0
2017,Mendocino,Domoic Acid Poisoning,0
2017,Mendocino,E. coli O157,2
2017,Mendocino,E. coli Other STEC (non-O157),1
2017,Mendocino,Early Syphilis,6
2017,Mendocino,Ehrlichiosis,0
2017,Mendocino,Flavivirus Infection of Undetermined Species,0
2017,Mendocino,Giardiasis,14
2017,Mendocino,Gonorrhea,152
2017,Mendocino,Hantavirus Infection,0
2017,Mendocino,Hemolytic Uremic Syndrome,0
2017,Mendocino,Hepatitis A,0
2017,Mendocino,"Hepatitis B, Acute",1
2017,Mendocino,"Hepatitis C, Acute",0
2017,Mendocino,"Hepatitis E, acute infection",0
2017,Mendocino,Invasive Meningococcal Disease,0
2017,Mendocino,Legionellosis,2
2017,Mendocino,Leprosy,0
2017,Mendocino,Leptospirosis,0
2017,Mendocino,Listeriosis,0
2017,Mendocino,Lyme Disease,2
2017,Mendocino,Malaria,1
2017,Mendocino,Measles,1
2017,Mendocino,Mumps,0
2017,Mendocino,Paralytic Shellfish Poisoning,0
2017,Mendocino,Pertussis,3
2017,Mendocino,"Plague, human",0
2017,Mendocino,Psittacosis,0
2017,Mendocino,Q Fever,0
2017,Mendocino,"Rabies, human",0
2017,Mendocino,Relapsing Fever,0
2017,Mendocino,Rubella,0
2017,Mendocino,Salmonellosis,8
2017,Mendocino,Scombroid Fish Poisoning,0
2017,Mendocino,Shiga Toxin Positive Feces (without culture confirmation),1
2017,Mendocino,Shigellosis,1
2017,Mendocino,Spotted Fever Rickettsiosis,0
2017,Mendocino,Streptococcal Infection (cases in food and dairy workers),0
2017,Mendocino,TB,3
2017,Mendocino,Tetanus,0
2017,Mendocino,Trichinosis,0
2017,Mendocino,Tularemia,0
2017,Mendocino,"Typhoid Fever, case",0
2017,Mendocino,Typhus Fever,0
2017,Mendocino,Varicella Hospitalizations,1
2017,Mendocino,Vibrio Infection (non-Cholera),0
2017,Mendocino,Yellow Fever,0
2017,Mendocino,Yersiniosis,1
2017,Mendocino,Zika Virus Infection,1
2017,Merced,Amebiasis,3
2017,Merced,Anaplasmosis,0
2017,Merced,Anthrax,0
2017,Merced,Babesiosis,0
2017,Merced,"Botulism, Foodborne",0
2017,Merced,"Botulism, Other",0
2017,Merced,"Botulism, Wound",0
2017,Merced,Brucellosis,0
2017,Merced,Campylobacteriosis,54
2017,Merced,Chikungunya Virus Infection,0
2017,Merced,Chlamydia,1025
2017,Merced,Cholera,0
2017,Merced,Ciguatera Fish Poisoning,0
2017,Merced,Coccidioidomycosis,104
2017,Merced,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Merced,Cryptosporidiosis,0
2017,Merced,Cyclosporiasis,0
2017,Merced,Cysticercosis or Taeniasis,0
2017,Merced,Dengue,0
2017,Merced,Diphtheria,0
2017,Merced,Domoic Acid Poisoning,0
2017,Merced,E. coli O157,2
2017,Merced,E. coli Other STEC (non-O157),1
2017,Merced,Early Syphilis,66
2017,Merced,Ehrlichiosis,0
2017,Merced,Flavivirus Infection of Undetermined Species,0
2017,Merced,Giardiasis,6
2017,Merced,Gonorrhea,354
2017,Merced,Hantavirus Infection,0
2017,Merced,Hemolytic Uremic Syndrome,0
2017,Merced,Hepatitis A,0
2017,Merced,"Hepatitis B, Acute",0
2017,Merced,"Hepatitis C, Acute",0
2017,Merced,"Hepatitis E, acute infection",0
2017,Merced,Invasive Meningococcal Disease,0
2017,Merced,Legionellosis,0
2017,Merced,Leprosy,0
2017,Merced,Leptospirosis,0
2017,Merced,Listeriosis,0
2017,Merced,Lyme Disease,0
2017,Merced,Malaria,0
2017,Merced,Measles,0
2017,Merced,Mumps,0
2017,Merced,Paralytic Shellfish Poisoning,0
2017,Merced,Pertussis,2
2017,Merced,"Plague, human",0
2017,Merced,Psittacosis,0
2017,Merced,Q Fever,0
2017,Merced,"Rabies, human",0
2017,Merced,Relapsing Fever,0
2017,Merced,Rubella,0
2017,Merced,Salmonellosis,19
2017,Merced,Scombroid Fish Poisoning,0
2017,Merced,Shiga Toxin Positive Feces (without culture confirmation),3
2017,Merced,Shigellosis,7
2017,Merced,Spotted Fever Rickettsiosis,0
2017,Merced,Streptococcal Infection (cases in food and dairy workers),0
2017,Merced,TB,7
2017,Merced,Tetanus,0
2017,Merced,Trichinosis,0
2017,Merced,Tularemia,0
2017,Merced,"Typhoid Fever, case",0
2017,Merced,Typhus Fever,0
2017,Merced,Varicella Hospitalizations,0
2017,Merced,Vibrio Infection (non-Cholera),0
2017,Merced,Yellow Fever,0
2017,Merced,Yersiniosis,0
2017,Merced,Zika Virus Infection,1
2017,Modoc,Amebiasis,0
2017,Modoc,Anaplasmosis,0
2017,Modoc,Anthrax,0
2017,Modoc,Babesiosis,0
2017,Modoc,"Botulism, Foodborne",0
2017,Modoc,"Botulism, Other",0
2017,Modoc,"Botulism, Wound",0
2017,Modoc,Brucellosis,0
2017,Modoc,Campylobacteriosis,1
2017,Modoc,Chikungunya Virus Infection,0
2017,Modoc,Chlamydia,14
2017,Modoc,Cholera,0
2017,Modoc,Ciguatera Fish Poisoning,0
2017,Modoc,Coccidioidomycosis,0
2017,Modoc,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Modoc,Cryptosporidiosis,0
2017,Modoc,Cyclosporiasis,0
2017,Modoc,Cysticercosis or Taeniasis,0
2017,Modoc,Dengue,0
2017,Modoc,Diphtheria,0
2017,Modoc,Domoic Acid Poisoning,0
2017,Modoc,E. coli O157,0
2017,Modoc,E. coli Other STEC (non-O157),0
2017,Modoc,Early Syphilis,0
2017,Modoc,Ehrlichiosis,0
2017,Modoc,Flavivirus Infection of Undetermined Species,0
2017,Modoc,Giardiasis,0
2017,Modoc,Gonorrhea,2
2017,Modoc,Hantavirus Infection,0
2017,Modoc,Hemolytic Uremic Syndrome,0
2017,Modoc,Hepatitis A,0
2017,Modoc,"Hepatitis B, Acute",0
2017,Modoc,"Hepatitis C, Acute",0
2017,Modoc,"Hepatitis E, acute infection",0
2017,Modoc,Invasive Meningococcal Disease,0
2017,Modoc,Legionellosis,0
2017,Modoc,Leprosy,0
2017,Modoc,Leptospirosis,0
2017,Modoc,Listeriosis,0
2017,Modoc,Lyme Disease,0
2017,Modoc,Malaria,0
2017,Modoc,Measles,0
2017,Modoc,Mumps,0
2017,Modoc,Paralytic Shellfish Poisoning,0
2017,Modoc,Pertussis,0
2017,Modoc,"Plague, human",0
2017,Modoc,Psittacosis,0
2017,Modoc,Q Fever,0
2017,Modoc,"Rabies, human",0
2017,Modoc,Relapsing Fever,0
2017,Modoc,Rubella,0
2017,Modoc,Salmonellosis,0
2017,Modoc,Scombroid Fish Poisoning,0
2017,Modoc,Shiga Toxin Positive Feces (without culture confirmation),0
2017,Modoc,Shigellosis,0
2017,Modoc,Spotted Fever Rickettsiosis,0
2017,Modoc,Streptococcal Infection (cases in food and dairy workers),0
2017,Modoc,TB,0
2017,Modoc,Tetanus,0
2017,Modoc,Trichinosis,0
2017,Modoc,Tularemia,0
2017,Modoc,"Typhoid Fever, case",0
2017,Modoc,Typhus Fever,0
2017,Modoc,Varicella Hospitalizations,0
2017,Modoc,Vibrio Infection (non-Cholera),0
2017,Modoc,Yellow Fever,0
2017,Modoc,Yersiniosis,0
2017,Modoc,Zika Virus Infection,0
2017,Mono,Amebiasis,0
2017,Mono,Anaplasmosis,0
2017,Mono,Anthrax,0
2017,Mono,Babesiosis,0
2017,Mono,"Botulism, Foodborne",0
2017,Mono,"Botulism, Other",0
2017,Mono,"Botulism, Wound",0
2017,Mono,Brucellosis,0
2017,Mono,Campylobacteriosis,5
2017,Mono,Chikungunya Virus Infection,0
2017,Mono,Chlamydia,26
2017,Mono,Cholera,0
2017,Mono,Ciguatera Fish Poisoning,0
2017,Mono,Coccidioidomycosis,0
2017,Mono,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Mono,Cryptosporidiosis,1
2017,Mono,Cyclosporiasis,0
2017,Mono,Cysticercosis or Taeniasis,0
2017,Mono,Dengue,0
2017,Mono,Diphtheria,0
2017,Mono,Domoic Acid Poisoning,0
2017,Mono,E. coli O157,0
2017,Mono,E. coli Other STEC (non-O157),0
2017,Mono,Early Syphilis,0
2017,Mono,Ehrlichiosis,0
2017,Mono,Flavivirus Infection of Undetermined Species,0
2017,Mono,Giardiasis,4
2017,Mono,Gonorrhea,6
2017,Mono,Hantavirus Infection,1
2017,Mono,Hemolytic Uremic Syndrome,0
2017,Mono,Hepatitis A,0
2017,Mono,"Hepatitis B, Acute",0
2017,Mono,"Hepatitis C, Acute",0
2017,Mono,"Hepatitis E, acute infection",0
2017,Mono,Invasive Meningococcal Disease,0
2017,Mono,Legionellosis,0
2017,Mono,Leprosy,0
2017,Mono,Leptospirosis,0
2017,Mono,Listeriosis,0
2017,Mono,Lyme Disease,0
2017,Mono,Malaria,0
2017,Mono,Measles,0
2017,Mono,Mumps,1
2017,Mono,Paralytic Shellfish Poisoning,0
2017,Mono,Pertussis,0
2017,Mono,"Plague, human",0
2017,Mono,Psittacosis,0
2017,Mono,Q Fever,0
2017,Mono,"Rabies, human",0
2017,Mono,Relapsing Fever,0
2017,Mono,Rubella,0
2017,Mono,Salmonellosis,1
2017,Mono,Scombroid Fish Poisoning,0
2017,Mono,Shiga Toxin Positive Feces (without culture confirmation),0
2017,Mono,Shigellosis,0
2017,Mono,Spotted Fever Rickettsiosis,0
2017,Mono,Streptococcal Infection (cases in food and dairy workers),0
2017,Mono,TB,0
2017,Mono,Tetanus,0
2017,Mono,Trichinosis,0
2017,Mono,Tularemia,0
2017,Mono,"Typhoid Fever, case",0
2017,Mono,Typhus Fever,0
2017,Mono,Varicella Hospitalizations,0
2017,Mono,Vibrio Infection (non-Cholera),0
2017,Mono,Yellow Fever,0
2017,Mono,Yersiniosis,0
2017,Mono,Zika Virus Infection,0
2017,Monterey,Amebiasis,7
2017,Monterey,Anaplasmosis,0
2017,Monterey,Anthrax,0
2017,Monterey,Babesiosis,0
2017,Monterey,"Botulism, Foodborne",0
2017,Monterey,"Botulism, Other",0
2017,Monterey,"Botulism, Wound",0
2017,Monterey,Brucellosis,0
2017,Monterey,Campylobacteriosis,68
2017,Monterey,Chikungunya Virus Infection,0
2017,Monterey,Chlamydia,2144
2017,Monterey,Cholera,0
2017,Monterey,Ciguatera Fish Poisoning,0
2017,Monterey,Coccidioidomycosis,191
2017,Monterey,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Monterey,Cryptosporidiosis,3
2017,Monterey,Cyclosporiasis,0
2017,Monterey,Cysticercosis or Taeniasis,0
2017,Monterey,Dengue,3
2017,Monterey,Diphtheria,0
2017,Monterey,Domoic Acid Poisoning,0
2017,Monterey,E. coli O157,5
2017,Monterey,E. coli Other STEC (non-O157),16
2017,Monterey,Early Syphilis,70
2017,Monterey,Ehrlichiosis,0
2017,Monterey,Flavivirus Infection of Undetermined Species,0
2017,Monterey,Giardiasis,19
2017,Monterey,Gonorrhea,420
2017,Monterey,Hantavirus Infection,0
2017,Monterey,Hemolytic Uremic Syndrome,0
2017,Monterey,Hepatitis A,11
2017,Monterey,"Hepatitis B, Acute",0
2017,Monterey,"Hepatitis C, Acute",7
2017,Monterey,"Hepatitis E, acute infection",0
2017,Monterey,Invasive Meningococcal Disease,0
2017,Monterey,Legionellosis,7
2017,Monterey,Leprosy,0
2017,Monterey,Leptospirosis,0
2017,Monterey,Listeriosis,1
2017,Monterey,Lyme Disease,0
2017,Monterey,Malaria,0
2017,Monterey,Measles,0
2017,Monterey,Mumps,0
2017,Monterey,Paralytic Shellfish Poisoning,0
2017,Monterey,Pertussis,28
2017,Monterey,"Plague, human",0
2017,Monterey,Psittacosis,0
2017,Monterey,Q Fever,0
2017,Monterey,"Rabies, human",0
2017,Monterey,Relapsing Fever,0
2017,Monterey,Rubella,0
2017,Monterey,Salmonellosis,39
2017,Monterey,Scombroid Fish Poisoning,0
2017,Monterey,Shiga Toxin Positive Feces (without culture confirmation),0
2017,Monterey,Shigellosis,13
2017,Monterey,Spotted Fever Rickettsiosis,0
2017,Monterey,Streptococcal Infection (cases in food and dairy workers),0
2017,Monterey,TB,24
2017,Monterey,Tetanus,0
2017,Monterey,Trichinosis,0
2017,Monterey,Tularemia,1
2017,Monterey,"Typhoid Fever, case",0
2017,Monterey,Typhus Fever,0
2017,Monterey,Varicella Hospitalizations,0
2017,Monterey,Vibrio Infection (non-Cholera),4
2017,Monterey,Yellow Fever,0
2017,Monterey,Yersiniosis,2
2017,Monterey,Zika Virus Infection,1
2017,Napa,Amebiasis,0
2017,Napa,Anaplasmosis,1
2017,Napa,Anthrax,0
2017,Napa,Babesiosis,0
2017,Napa,"Botulism, Foodborne",1
2017,Napa,"Botulism, Other",0
2017,Napa,"Botulism, Wound",0
2017,Napa,Brucellosis,2
2017,Napa,Campylobacteriosis,34
2017,Napa,Chikungunya Virus Infection,0
2017,Napa,Chlamydia,551
2017,Napa,Cholera,0
2017,Napa,Ciguatera Fish Poisoning,0
2017,Napa,Coccidioidomycosis,1
2017,Napa,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Napa,Cryptosporidiosis,4
2017,Napa,Cyclosporiasis,0
2017,Napa,Cysticercosis or Taeniasis,0
2017,Napa,Dengue,0
2017,Napa,Diphtheria,0
2017,Napa,Domoic Acid Poisoning,0
2017,Napa,E. coli O157,2
2017,Napa,E. coli Other STEC (non-O157),5
2017,Napa,Early Syphilis,11
2017,Napa,Ehrlichiosis,0
2017,Napa,Flavivirus Infection of Undetermined Species,0
2017,Napa,Giardiasis,14
2017,Napa,Gonorrhea,124
2017,Napa,Hantavirus Infection,0
2017,Napa,Hemolytic Uremic Syndrome,0
2017,Napa,Hepatitis A,2
2017,Napa,"Hepatitis B, Acute",0
2017,Napa,"Hepatitis C, Acute",0
2017,Napa,"Hepatitis E, acute infection",1
2017,Napa,Invasive Meningococcal Disease,1
2017,Napa,Legionellosis,1
2017,Napa,Leprosy,0
2017,Napa,Leptospirosis,0
2017,Napa,Listeriosis,1
2017,Napa,Lyme Disease,1
2017,Napa,Malaria,1
2017,Napa,Measles,0
2017,Napa,Mumps,1
2017,Napa,Paralytic Shellfish Poisoning,0
2017,Napa,Pertussis,12
2017,Napa,"Plague, human",0
2017,Napa,Psittacosis,0
2017,Napa,Q Fever,0
2017,Napa,"Rabies, human",0
2017,Napa,Relapsing Fever,0
2017,Napa,Rubella,0
2017,Napa,Salmonellosis,23
2017,Napa,Scombroid Fish Poisoning,0
2017,Napa,Shiga Toxin Positive Feces (without culture confirmation),4
2017,Napa,Shigellosis,12
2017,Napa,Spotted Fever Rickettsiosis,0
2017,Napa,Streptococcal Infection (cases in food and dairy workers),0
2017,Napa,TB,7
2017,Napa,Tetanus,0
2017,Napa,Trichinosis,0
2017,Napa,Tularemia,0
2017,Napa,"Typhoid Fever, case",0
2017,Napa,Typhus Fever,0
2017,Napa,Varicella Hospitalizations,0
2017,Napa,Vibrio Infection (non-Cholera),0
2017,Napa,Yellow Fever,0
2017,Napa,Yersiniosis,4
2017,Napa,Zika Virus Infection,0
2017,Nevada,Amebiasis,1
2017,Nevada,Anaplasmosis,0
2017,Nevada,Anthrax,0
2017,Nevada,Babesiosis,0
2017,Nevada,"Botulism, Foodborne",0
2017,Nevada,"Botulism, Other",0
2017,Nevada,"Botulism, Wound",0
2017,Nevada,Brucellosis,0
2017,Nevada,Campylobacteriosis,14
2017,Nevada,Chikungunya Virus Infection,0
2017,Nevada,Chlamydia,219
2017,Nevada,Cholera,0
2017,Nevada,Ciguatera Fish Poisoning,0
2017,Nevada,Coccidioidomycosis,0
2017,Nevada,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Nevada,Cryptosporidiosis,1
2017,Nevada,Cyclosporiasis,0
2017,Nevada,Cysticercosis or Taeniasis,0
2017,Nevada,Dengue,1
2017,Nevada,Diphtheria,0
2017,Nevada,Domoic Acid Poisoning,0
2017,Nevada,E. coli O157,12
2017,Nevada,E. coli Other STEC (non-O157),2
2017,Nevada,Early Syphilis,7
2017,Nevada,Ehrlichiosis,0
2017,Nevada,Flavivirus Infection of Undetermined Species,0
2017,Nevada,Giardiasis,16
2017,Nevada,Gonorrhea,61
2017,Nevada,Hantavirus Infection,0
2017,Nevada,Hemolytic Uremic Syndrome,4
2017,Nevada,Hepatitis A,0
2017,Nevada,"Hepatitis B, Acute",0
2017,Nevada,"Hepatitis C, Acute",0
2017,Nevada,"Hepatitis E, acute infection",0
2017,Nevada,Invasive Meningococcal Disease,2
2017,Nevada,Legionellosis,2
2017,Nevada,Leprosy,0
2017,Nevada,Leptospirosis,0
2017,Nevada,Listeriosis,0
2017,Nevada,Lyme Disease,0
2017,Nevada,Malaria,0
2017,Nevada,Measles,0
2017,Nevada,Mumps,2
2017,Nevada,Paralytic Shellfish Poisoning,0
2017,Nevada,Pertussis,2
2017,Nevada,"Plague, human",0
2017,Nevada,Psittacosis,0
2017,Nevada,Q Fever,0
2017,Nevada,"Rabies, human",0
2017,Nevada,Relapsing Fever,0
2017,Nevada,Rubella,0
2017,Nevada,Salmonellosis,12
2017,Nevada,Scombroid Fish Poisoning,0
2017,Nevada,Shiga Toxin Positive Feces (without culture confirmation),1
2017,Nevada,Shigellosis,2
2017,Nevada,Spotted Fever Rickettsiosis,0
2017,Nevada,Streptococcal Infection (cases in food and dairy workers),0
2017,Nevada,TB,1
2017,Nevada,Tetanus,0
2017,Nevada,Trichinosis,0
2017,Nevada,Tularemia,0
2017,Nevada,"Typhoid Fever, case",0
2017,Nevada,Typhus Fever,0
2017,Nevada,Varicella Hospitalizations,0
2017,Nevada,Vibrio Infection (non-Cholera),0
2017,Nevada,Yellow Fever,0
2017,Nevada,Yersiniosis,0
2017,Nevada,Zika Virus Infection,0
2017,Orange,Amebiasis,11
2017,Orange,Anaplasmosis,0
2017,Orange,Anthrax,0
2017,Orange,Babesiosis,1
2017,Orange,"Botulism, Foodborne",2
2017,Orange,"Botulism, Other",0
2017,Orange,"Botulism, Wound",1
2017,Orange,Brucellosis,2
2017,Orange,Campylobacteriosis,523
2017,Orange,Chikungunya Virus Infection,2
2017,Orange,Chlamydia,14027
2017,Orange,Cholera,0
2017,Orange,Ciguatera Fish Poisoning,0
2017,Orange,Coccidioidomycosis,231
2017,Orange,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,2
2017,Orange,Cryptosporidiosis,34
2017,Orange,Cyclosporiasis,2
2017,Orange,Cysticercosis or Taeniasis,6
2017,Orange,Dengue,10
2017,Orange,Diphtheria,0
2017,Orange,Domoic Acid Poisoning,0
2017,Orange,E. coli O157,18
2017,Orange,E. coli Other STEC (non-O157),23
2017,Orange,Early Syphilis,687
2017,Orange,Ehrlichiosis,0
2017,Orange,Flavivirus Infection of Undetermined Species,0
2017,Orange,Giardiasis,124
2017,Orange,Gonorrhea,3574
2017,Orange,Hantavirus Infection,1
2017,Orange,Hemolytic Uremic Syndrome,2
2017,Orange,Hepatitis A,19
2017,Orange,"Hepatitis B, Acute",13
2017,Orange,"Hepatitis C, Acute",12
2017,Orange,"Hepatitis E, acute infection",1
