Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Valid Value
PCT012G178,Female: !! 71 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G179,Female: !! 72 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G180,Female: !! 73 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G181,Female: !! 74 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G182,Female: !! 75 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G183,Female: !! 76 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G184,Female: !! 77 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G185,Female: !! 78 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G186,Female: !! 79 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G187,Female: !! 80 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G188,Female: !! 81 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G189,Female: !! 82 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G190,Female: !! 83 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G191,Female: !! 84 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G192,Female: !! 85 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G193,Female: !! 86 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G194,Female: !! 87 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G195,Female: !! 88 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G196,Female: !! 89 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G197,Female: !! 90 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G198,Female: !! 91 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G199,Female: !! 92 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G200,Female: !! 93 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G201,Female: !! 94 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G202,Female: !! 95 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G203,Female: !! 96 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G204,Female: !! 97 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G205,Female: !! 98 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G206,Female: !! 99 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G207,Female: !! 100 to 104 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G208,Female: !! 105 to 109 years,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012G209,Female: !! 110 years and over,PCT12G. Sex By Age (Two Or More Races) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H001,People who are Hispanic or Latino,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H002,Male:,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H003,Male: !! Under 1 year,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H004,Male: !! 1 year,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H005,Male: !! 2 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H006,Male: !! 3 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H007,Male: !! 4 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H008,Male: !! 5 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H009,Male: !! 6 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H010,Male: !! 7 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H011,Male: !! 8 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H012,Male: !! 9 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H013,Male: !! 10 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H014,Male: !! 11 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H015,Male: !! 12 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H016,Male: !! 13 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H017,Male: !! 14 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H018,Male: !! 15 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H019,Male: !! 16 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H020,Male: !! 17 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H021,Male: !! 18 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H022,Male: !! 19 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H023,Male: !! 20 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H024,Male: !! 21 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H025,Male: !! 22 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H026,Male: !! 23 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H027,Male: !! 24 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H028,Male: !! 25 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H029,Male: !! 26 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H030,Male: !! 27 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H031,Male: !! 28 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H032,Male: !! 29 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H033,Male: !! 30 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H034,Male: !! 31 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H035,Male: !! 32 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H036,Male: !! 33 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H037,Male: !! 34 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H038,Male: !! 35 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H039,Male: !! 36 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H040,Male: !! 37 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H041,Male: !! 38 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H042,Male: !! 39 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H043,Male: !! 40 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H044,Male: !! 41 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H045,Male: !! 42 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H046,Male: !! 43 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H047,Male: !! 44 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H048,Male: !! 45 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H049,Male: !! 46 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H050,Male: !! 47 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H051,Male: !! 48 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H052,Male: !! 49 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H053,Male: !! 50 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H054,Male: !! 51 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H055,Male: !! 52 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H056,Male: !! 53 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H057,Male: !! 54 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H058,Male: !! 55 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H059,Male: !! 56 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H060,Male: !! 57 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H061,Male: !! 58 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H062,Male: !! 59 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H063,Male: !! 60 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H064,Male: !! 61 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H065,Male: !! 62 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H066,Male: !! 63 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H067,Male: !! 64 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H068,Male: !! 65 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H069,Male: !! 66 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H070,Male: !! 67 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H071,Male: !! 68 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H072,Male: !! 69 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H073,Male: !! 70 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H074,Male: !! 71 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H075,Male: !! 72 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H076,Male: !! 73 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H077,Male: !! 74 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H078,Male: !! 75 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H079,Male: !! 76 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H080,Male: !! 77 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H081,Male: !! 78 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H082,Male: !! 79 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H083,Male: !! 80 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H084,Male: !! 81 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H085,Male: !! 82 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H086,Male: !! 83 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H087,Male: !! 84 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H088,Male: !! 85 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H089,Male: !! 86 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H090,Male: !! 87 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H091,Male: !! 88 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H092,Male: !! 89 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H093,Male: !! 90 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H094,Male: !! 91 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H095,Male: !! 92 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H096,Male: !! 93 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H097,Male: !! 94 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H098,Male: !! 95 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H099,Male: !! 96 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H100,Male: !! 97 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H101,Male: !! 98 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H102,Male: !! 99 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H103,Male: !! 100 to 104 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H104,Male: !! 105 to 109 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H105,Male: !! 110 years and over,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H106,Female:,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H107,Female: !! Under 1 year,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H108,Female: !! 1 year,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H109,Female: !! 2 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H110,Female: !! 3 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H111,Female: !! 4 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H112,Female: !! 5 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H113,Female: !! 6 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H114,Female: !! 7 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H115,Female: !! 8 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H116,Female: !! 9 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H117,Female: !! 10 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H118,Female: !! 11 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H119,Female: !! 12 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H120,Female: !! 13 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H121,Female: !! 14 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H122,Female: !! 15 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H123,Female: !! 16 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H124,Female: !! 17 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H125,Female: !! 18 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H126,Female: !! 19 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H127,Female: !! 20 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H128,Female: !! 21 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H129,Female: !! 22 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H130,Female: !! 23 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H131,Female: !! 24 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H132,Female: !! 25 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H133,Female: !! 26 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H134,Female: !! 27 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H135,Female: !! 28 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H136,Female: !! 29 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H137,Female: !! 30 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H138,Female: !! 31 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H139,Female: !! 32 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H140,Female: !! 33 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H141,Female: !! 34 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H142,Female: !! 35 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H143,Female: !! 36 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H144,Female: !! 37 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H145,Female: !! 38 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H146,Female: !! 39 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H147,Female: !! 40 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H148,Female: !! 41 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H149,Female: !! 42 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H150,Female: !! 43 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H151,Female: !! 44 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H152,Female: !! 45 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H153,Female: !! 46 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H154,Female: !! 47 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H155,Female: !! 48 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H156,Female: !! 49 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H157,Female: !! 50 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H158,Female: !! 51 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H159,Female: !! 52 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H160,Female: !! 53 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H161,Female: !! 54 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H162,Female: !! 55 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H163,Female: !! 56 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H164,Female: !! 57 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H165,Female: !! 58 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H166,Female: !! 59 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H167,Female: !! 60 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H168,Female: !! 61 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H169,Female: !! 62 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H170,Female: !! 63 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H171,Female: !! 64 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H172,Female: !! 65 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H173,Female: !! 66 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H174,Female: !! 67 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H175,Female: !! 68 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H176,Female: !! 69 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H177,Female: !! 70 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H178,Female: !! 71 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H179,Female: !! 72 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H180,Female: !! 73 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H181,Female: !! 74 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H182,Female: !! 75 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H183,Female: !! 76 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
PCT012H184,Female: !! 77 years,PCT12H. Sex By Age (Hispanic Or Latino) [209],not required,,0,(not a predicate),N/A,N/A
