Indicator,Geography,Year,Strata,Strata Name,Numerator,Denominator,Rate,Age Adjusted Rate
Homicide,Orange,2003-2005,Sex,Male,202,4389000,4.603,4.522
Homicide,Los Angeles,2003-2005,Sex,Male,2839,14520000,19.56,18.16
Homicide,Stanislaus,2003-2005,Sex,Male,81,725700,11.16,10.91
Homicide,San Mateo,2003-2005,Sex,Male,77,1034000,7.444,7.452
Homicide,Merced,2003-2005,Sex,Total,65,705300,9.216,9.328
Homicide,San Mateo,2003-2005,Sex,Total,98,2104000,4.658,4.816
Homicide,San Diego,2003-2005,Sex,Total,411,8877000,4.63,4.407
Homicide,Sutter,2003-2005,Sex,Total,15,258300,5.807,5.934
Homicide,Santa Clara,2003-2005,Sex,Total,148,5091000,2.907,2.86
Homicide,Riverside,2003-2005,Sex,Total,347,5564000,6.236,6.35
Homicide,San Francisco,2003-2005,Sex,Total,202,2342000,8.624,8.231
Homicide,San Bernardino,2003-2005,Sex,Total,552,5693000,9.696,9.486
Homicide,Yolo,2003-2005,Sex,Total,15,555400,2.701,2.86
Homicide,Madera,2003-2005,Sex,Total,28,409200,6.843,6.756
Homicide,Stanislaus,2003-2005,Sex,Total,100,1471000,6.797,6.757
Homicide,Los Angeles,2003-2005,Sex,Total,3224,29420000,10.96,10.43
Homicide,Santa Cruz,2003-2005,Sex,Total,23,764700,3.008,2.877
Homicide,Marin,2003-2005,Sex,Total,14,740700,1.89,1.9
Homicide,Solano,2003-2005,Sex,Total,86,1231000,6.987,7.003
Homicide,Orange,2003-2005,Sex,Total,265,8853000,2.993,2.985
Homicide,Santa Barbara,2003-2005,Sex,Total,20,1232000,1.623,1.645
Homicide,Napa,2003-2005,Sex,Total,12,390400,3.074,3.237
Homicide,CALIFORNIA,2003-2005,Sex,Total,7699,107100000,7.187,6.993
Homicide,Sacramento,2003-2005,Sex,Total,299,4022000,7.434,7.287
Homicide,Shasta,2003-2005,Sex,Total,24,519700,4.618,5.08
Homicide,Fresno,2003-2005,Sex,Total,230,2578000,8.921,8.846
Homicide,Ventura,2003-2005,Sex,Total,119,2381000,4.997,5.054
Homicide,San Luis Obispo,2003-2005,Sex,Total,18,774000,2.325,2.259
Homicide,Humboldt,2003-2005,Sex,Total,22,393100,5.596,5.683
Homicide,Contra Costa,2003-2005,Sex,Total,258,2992000,8.623,9.041
Homicide,Yuba,2003-2005,Sex,Total,11,196900,5.586,5.279
Homicide,Kings,2003-2005,Sex,Total,17,426000,3.991,3.865
Homicide,El Dorado,2003-2005,Sex,Total,13,511200,2.543,2.639
Homicide,Butte,2003-2005,Sex,Total,23,636500,3.613,3.346
Homicide,Kern,2003-2005,Sex,Total,175,2220000,7.884,7.832
Homicide,Alameda,2003-2005,Sex,Total,389,4393000,8.856,8.502
Homicide,Monterey,2003-2005,Sex,Total,77,1231000,6.255,5.844
Homicide,Imperial,2003-2005,Sex,Total,18,462500,3.892,4.284
Homicide,San Joaquin,2003-2005,Sex,Total,132,1911000,6.906,6.825
Homicide,Tulare,2003-2005,Sex,Total,101,1199000,8.426,8.318
Homicide,Placer,2003-2005,Sex,Total,18,906100,1.987,1.984
Homicide,Mendocino,2003-2005,Sex,Total,17,264300,6.433,7.268
Homicide,Sonoma,2003-2005,Sex,Total,44,1408000,3.126,3.138
Homicide,Shasta,2006-2008,Sex,Female,12,268700,4.465,4.342
Homicide,CALIFORNIA,2006-2008,Sex,Female,1180,55120000,2.141,2.133
Homicide,Contra Costa,2006-2008,Sex,Female,48,1569000,3.06,3.113
Homicide,Riverside,2006-2008,Sex,Female,66,3128000,2.11,2.145
Homicide,Monterey,2006-2008,Sex,Female,11,595200,1.848,1.84
Homicide,Merced,2006-2008,Sex,Female,12,372300,3.223,2.985
Homicide,Kern,2006-2008,Sex,Female,32,1168000,2.739,2.755
Homicide,San Francisco,2006-2008,Sex,Female,25,1169000,2.139,2.073
Homicide,Alameda,2006-2008,Sex,Female,71,2259000,3.143,3.054
Homicide,Solano,2006-2008,Sex,Female,19,617900,3.075,3.172
Homicide,Los Angeles,2006-2008,Sex,Female,369,14880000,2.48,2.446
Homicide,Orange,2006-2008,Sex,Female,46,4493000,1.024,1.017
Homicide,Sacramento,2006-2008,Sex,Female,65,2124000,3.06,3.054
Homicide,San Diego,2006-2008,Sex,Female,66,4504000,1.465,1.447
Homicide,Tulare,2006-2008,Sex,Female,18,635100,2.834,3.026
Homicide,Ventura,2006-2008,Sex,Female,16,1216000,1.316,1.364
Homicide,Stanislaus,2006-2008,Sex,Female,13,770300,1.688,1.662
Homicide,Fresno,2006-2008,Sex,Female,46,1350000,3.407,3.379
Homicide,San Joaquin,2006-2008,Sex,Female,23,1007000,2.285,2.294
Homicide,Sonoma,2006-2008,Sex,Female,11,721300,1.525,1.526
Homicide,Santa Clara,2006-2008,Sex,Female,25,2587000,0.9664,0.9427
Homicide,San Bernardino,2006-2008,Sex,Female,77,3012000,2.556,2.567
Homicide,San Mateo,2006-2008,Sex,Female,14,1075000,1.302,1.337
Homicide,San Francisco,2006-2008,Sex,Male,197,1204000,16.36,14.74
Homicide,Sacramento,2006-2008,Sex,Male,248,2037000,12.17,11.74
Homicide,Merced,2006-2008,Sex,Male,47,374700,12.54,12.32
Homicide,San Joaquin,2006-2008,Sex,Male,129,999200,12.91,12.49
Homicide,Alameda,2006-2008,Sex,Male,424,2174000,19.5,18.34
Homicide,Tulare,2006-2008,Sex,Male,112,636100,17.61,17.26
Homicide,Sonoma,2006-2008,Sex,Male,29,698300,4.153,4.157
Homicide,Santa Clara,2006-2008,Sex,Male,120,2623000,4.575,4.404
Homicide,Los Angeles,2006-2008,Sex,Male,2361,14480000,16.31,15.13
Homicide,Orange,2006-2008,Sex,Male,224,4411000,5.078,4.913
Homicide,Riverside,2006-2008,Sex,Male,303,3095000,9.789,9.799
Homicide,Stanislaus,2006-2008,Sex,Male,82,752000,10.9,10.96
Homicide,CALIFORNIA,2006-2008,Sex,Male,6164,54540000,11.3,10.73
Homicide,Solano,2006-2008,Sex,Male,86,619200,13.89,13.43
Homicide,Kern,2006-2008,Sex,Male,159,1243000,12.79,12.24
Homicide,Monterey,2006-2008,Sex,Male,78,629400,12.39,11.35
Homicide,Fresno,2006-2008,Sex,Male,176,1349000,13.04,12.6
Homicide,San Diego,2006-2008,Sex,Male,302,4544000,6.645,6.08
Homicide,Contra Costa,2006-2008,Sex,Male,247,1496000,16.51,17.33
Homicide,San Mateo,2006-2008,Sex,Male,59,1040000,5.673,5.67
Homicide,Ventura,2006-2008,Sex,Male,72,1203000,5.983,5.823
Homicide,Shasta,2006-2008,Sex,Male,20,259000,7.723,7.78
Homicide,San Bernardino,2006-2008,Sex,Male,413,2984000,13.84,13.16
Homicide,Kings,2006-2008,Sex,Total,18,449700,4.003,3.728
Homicide,Santa Clara,2006-2008,Sex,Total,145,5210000,2.783,2.717
Homicide,Santa Barbara,2006-2008,Sex,Total,33,1249000,2.641,2.646
Homicide,Lake,2006-2008,Sex,Total,15,192100,7.807,7.886
Homicide,Ventura,2006-2008,Sex,Total,88,2419000,3.638,3.664
Homicide,Merced,2006-2008,Sex,Total,59,747000,7.898,7.643
Homicide,El Dorado,2006-2008,Sex,Total,19,531100,3.578,3.924
Homicide,Kern,2006-2008,Sex,Total,191,2412000,7.919,7.813
Homicide,Monterey,2006-2008,Sex,Total,89,1225000,7.267,6.907
Homicide,Solano,2006-2008,Sex,Total,105,1237000,8.487,8.503
Homicide,San Diego,2006-2008,Sex,Total,368,9048000,4.067,3.843
Homicide,Marin,2006-2008,Sex,Total,12,746300,1.608,1.735
Homicide,Contra Costa,2006-2008,Sex,Total,295,3065000,9.626,10.23
Homicide,Imperial,2006-2008,Sex,Total,22,499500,4.404,4.492
Homicide,Shasta,2006-2008,Sex,Total,32,527700,6.064,6.067
Homicide,Sacramento,2006-2008,Sex,Total,313,4161000,7.522,7.395
Homicide,Sonoma,2006-2008,Sex,Total,40,1420000,2.818,2.882
Homicide,Los Angeles,2006-2008,Sex,Total,2731,29360000,9.302,8.845
Homicide,Tulare,2006-2008,Sex,Total,130,1271000,10.23,10.29
Homicide,Riverside,2006-2008,Sex,Total,369,6223000,5.93,5.99
Homicide,San Luis Obispo,2006-2008,Sex,Total,20,792800,2.523,2.571
Homicide,Orange,2006-2008,Sex,Total,270,8904000,3.032,2.99
Homicide,San Francisco,2006-2008,Sex,Total,222,2373000,9.356,8.518
Homicide,San Bernardino,2006-2008,Sex,Total,490,5996000,8.172,7.917
Homicide,San Joaquin,2006-2008,Sex,Total,152,2006000,7.578,7.464
Homicide,Madera,2006-2008,Sex,Total,24,439400,5.461,5.318
Homicide,Mendocino,2006-2008,Sex,Total,16,263000,6.083,6.567
Homicide,Santa Cruz,2006-2008,Sex,Total,23,773000,2.976,2.822
Homicide,Humboldt,2006-2008,Sex,Total,14,398100,3.517,2.999
Homicide,Stanislaus,2006-2008,Sex,Total,95,1522000,6.241,6.271
Homicide,Placer,2006-2008,Sex,Total,13,989900,1.313,1.455
Homicide,CALIFORNIA,2006-2008,Sex,Total,7345,109700000,6.698,6.51
Homicide,Tehama,2006-2008,Sex,Total,13,186300,6.979,7.312
Homicide,Butte,2006-2008,Sex,Total,31,651300,4.76,5.065
Homicide,Yuba,2006-2008,Sex,Total,11,210900,5.217,5.07
Homicide,San Mateo,2006-2008,Sex,Total,73,2115000,3.451,3.565
Homicide,Alameda,2006-2008,Sex,Total,495,4433000,11.17,10.69
Homicide,Fresno,2006-2008,Sex,Total,222,2699000,8.224,8.032
Homicide,Sutter,2006-2008,Sex,Total,11,276600,3.977,4.103
Homicide,Sacramento,2009-2011,Sex,Female,40,2176000,1.838,1.788
Homicide,Solano,2009-2011,Sex,Female,20,620600,3.222,3.248
Homicide,Tulare,2009-2011,Sex,Female,13,663300,1.96,2.004
Homicide,Fresno,2009-2011,Sex,Female,28,1400000,1.999,2.172
Homicide,Ventura,2009-2011,Sex,Female,13,1245000,1.044,1.045
Homicide,CALIFORNIA,2009-2011,Sex,Female,1044,56350000,1.853,1.828
Homicide,Santa Clara,2009-2011,Sex,Female,33,2677000,1.233,1.208
Homicide,Contra Costa,2009-2011,Sex,Female,39,1617000,2.411,2.475
Homicide,Orange,2009-2011,Sex,Female,65,4576000,1.42,1.371
Homicide,Los Angeles,2009-2011,Sex,Female,305,14980000,2.037,1.983
Homicide,Kern,2009-2011,Sex,Female,35,1223000,2.863,2.973
Homicide,San Diego,2009-2011,Sex,Female,74,4637000,1.596,1.547
Homicide,San Bernardino,2009-2011,Sex,Female,85,3082000,2.758,2.731
Homicide,Alameda,2009-2011,Sex,Female,48,2318000,2.07,1.999
Homicide,San Francisco,2009-2011,Sex,Female,16,1198000,1.336,1.111
Homicide,San Joaquin,2009-2011,Sex,Female,27,1035000,2.608,2.67
Homicide,Merced,2009-2011,Sex,Female,12,382900,3.134,3.546
Homicide,Stanislaus,2009-2011,Sex,Female,17,781500,2.175,2.153
Homicide,Monterey,2009-2011,Sex,Female,19,606300,3.134,3.136
Homicide,Riverside,2009-2011,Sex,Female,55,3308000,1.663,1.688
Homicide,Contra Costa,2009-2011,Sex,Male,213,1542000,13.82,14.46
Homicide,Kern,2009-2011,Sex,Male,191,1300000,14.69,13.8
Homicide,Santa Clara,2009-2011,Sex,Male,108,2702000,3.997,3.905
Homicide,Los Angeles,2009-2011,Sex,Male,1694,14570000,11.63,10.85
Homicide,Alameda,2009-2011,Sex,Male,333,2233000,14.91,14.19
Homicide,Stanislaus,2009-2011,Sex,Male,88,765300,11.5,11.44
Homicide,San Francisco,2009-2011,Sex,Male,136,1233000,11.03,10.48
Homicide,Fresno,2009-2011,Sex,Male,192,1398000,13.73,13.07
Homicide,Tulare,2009-2011,Sex,Male,90,665200,13.53,12.51
Homicide,Solano,2009-2011,Sex,Male,77,619100,12.44,12.22
Homicide,CALIFORNIA,2009-2011,Sex,Male,5068,55740000,9.093,8.701
Homicide,Riverside,2009-2011,Sex,Male,235,3275000,7.176,7.121
Homicide,Monterey,2009-2011,Sex,Male,115,641600,17.92,16.04
Homicide,San Diego,2009-2011,Sex,Male,201,4676000,4.298,4.017
Homicide,San Bernardino,2009-2011,Sex,Male,309,3049000,10.13,9.827
Homicide,Ventura,2009-2011,Sex,Male,56,1230000,4.554,4.468
Homicide,Orange,2009-2011,Sex,Male,171,4487000,3.811,3.737
Homicide,Merced,2009-2011,Sex,Male,48,388100,12.37,11.88
Homicide,Sacramento,2009-2011,Sex,Male,208,2091000,9.95,9.681
Homicide,San Joaquin,2009-2011,Sex,Male,185,1027000,18.01,17.79
Homicide,Solano,2009-2011,Sex,Total,97,1240000,7.824,7.886
Homicide,Fresno,2009-2011,Sex,Total,220,2799000,7.861,7.698
Homicide,San Diego,2009-2011,Sex,Total,275,9314000,2.953,2.815
Homicide,Humboldt,2009-2011,Sex,Total,23,404000,5.693,6.065
Homicide,Marin,2009-2011,Sex,Total,19,757800,2.507,2.917
Homicide,Santa Barbara,2009-2011,Sex,Total,34,1271000,2.674,2.66
Homicide,Orange,2009-2011,Sex,Total,236,9063000,2.604,2.573
Homicide,San Mateo,2009-2011,Sex,Total,69,2166000,3.186,3.463
Homicide,Tulare,2009-2011,Sex,Total,103,1328000,7.753,7.391
Homicide,CALIFORNIA,2009-2011,Sex,Total,6112,112100000,5.453,5.327
Homicide,Kings,2009-2011,Sex,Total,25,455300,5.49,5.636
Homicide,Sutter,2009-2011,Sex,Total,14,284700,4.918,5.025
Homicide,Yolo,2009-2011,Sex,Total,15,605100,2.479,2.368
Homicide,Riverside,2009-2011,Sex,Total,290,6583000,4.406,4.431
Homicide,Mendocino,2009-2011,Sex,Total,18,262500,6.858,7.428
Homicide,Lake,2009-2011,Sex,Total,11,194000,5.669,6.305
Homicide,Alameda,2009-2011,Sex,Total,381,4551000,8.372,8.116
Homicide,San Francisco,2009-2011,Sex,Total,152,2431000,6.253,5.841
Homicide,Merced,2009-2011,Sex,Total,60,771000,7.782,7.792
Homicide,Madera,2009-2011,Sex,Total,25,451800,5.533,5.74
Homicide,Shasta,2009-2011,Sex,Total,13,531400,2.446,2.741
Homicide,San Luis Obispo,2009-2011,Sex,Total,17,807600,2.105,1.852
Homicide,Santa Clara,2009-2011,Sex,Total,141,5379000,2.621,2.597
Homicide,Ventura,2009-2011,Sex,Total,69,2474000,2.788,2.791
Homicide,Kern,2009-2011,Sex,Total,226,2523000,8.958,8.747
Homicide,Los Angeles,2009-2011,Sex,Total,1999,29540000,6.766,6.459
Homicide,Butte,2009-2011,Sex,Total,29,660000,4.394,4.531
Homicide,Stanislaus,2009-2011,Sex,Total,105,1547000,6.788,6.785
Homicide,Sonoma,2009-2011,Sex,Total,40,1451000,2.756,2.87
Homicide,Sacramento,2009-2011,Sex,Total,248,4267000,5.812,5.72
Homicide,San Bernardino,2009-2011,Sex,Total,394,6131000,6.426,6.305
Homicide,Santa Cruz,2009-2011,Sex,Total,32,789400,4.054,3.88
Homicide,Placer,2009-2011,Sex,Total,19,1050000,1.81,1.896
Homicide,San Joaquin,2009-2011,Sex,Total,212,2062000,10.28,10.3
Homicide,Contra Costa,2009-2011,Sex,Total,252,3159000,7.977,8.496
Homicide,Monterey,2009-2011,Sex,Total,134,1248000,10.74,10.03
Homicide,Kern,2012-2014,Sex,Female,36,1268000,2.839,2.987
Homicide,San Joaquin,2012-2014,Sex,Female,31,1066000,2.909,2.923
Homicide,Contra Costa,2012-2014,Sex,Female,20,1673000,1.196,1.173
Homicide,Ventura,2012-2014,Sex,Female,16,1270000,1.26,1.272
Homicide,Orange,2012-2014,Sex,Female,37,4708000,0.7859,0.7948
Homicide,San Francisco,2012-2014,Sex,Female,20,1248000,1.603,1.461
Homicide,Sacramento,2012-2014,Sex,Female,48,2230000,2.153,2.212
Homicide,Solano,2012-2014,Sex,Female,20,634500,3.152,3.289
Homicide,Fresno,2012-2014,Sex,Female,27,1441000,1.874,1.983
Homicide,San Diego,2012-2014,Sex,Female,71,4795000,1.481,1.484
Homicide,Los Angeles,2012-2014,Sex,Female,230,15280000,1.505,1.484
Homicide,Stanislaus,2012-2014,Sex,Female,18,799100,2.252,2.188
Homicide,San Bernardino,2012-2014,Sex,Female,69,3159000,2.184,2.275
Homicide,Santa Clara,2012-2014,Sex,Female,32,2780000,1.151,1.108
Homicide,Alameda,2012-2014,Sex,Female,66,2408000,2.741,2.675
Homicide,Monterey,2012-2014,Sex,Female,11,622900,1.766,1.708
Homicide,Tulare,2012-2014,Sex,Female,20,682800,2.929,3.249
Homicide,CALIFORNIA,2012-2014,Sex,Female,955,57880000,1.65,1.65
Homicide,Riverside,2012-2014,Sex,Female,77,3436000,2.241,2.293
Homicide,San Francisco,2012-2014,Sex,Male,79,1282000,6.162,6.062
Homicide,Santa Clara,2012-2014,Sex,Male,137,2817000,4.863,4.823
Homicide,San Diego,2012-2014,Sex,Male,234,4837000,4.837,4.608
Homicide,Sacramento,2012-2014,Sex,Male,222,2145000,10.35,10.21
Homicide,CALIFORNIA,2012-2014,Sex,Male,4944,57270000,8.633,8.4
Homicide,Contra Costa,2012-2014,Sex,Male,171,1596000,10.72,11.14
Homicide,Monterey,2012-2014,Sex,Male,117,657200,17.8,17.2
Homicide,Alameda,2012-2014,Sex,Male,290,2322000,12.49,12.01
Homicide,Riverside,2012-2014,Sex,Male,242,3400000,7.117,7.154
Homicide,Los Angeles,2012-2014,Sex,Male,1525,14890000,10.24,9.781
Homicide,San Bernardino,2012-2014,Sex,Male,340,3122000,10.89,10.85
Homicide,Solano,2012-2014,Sex,Male,96,629000,15.26,15.36
Homicide,Tulare,2012-2014,Sex,Male,104,685000,15.18,15.37
Homicide,Kern,2012-2014,Sex,Male,187,1335000,14,13.72
Homicide,Ventura,2012-2014,Sex,Male,72,1257000,5.729,5.577
Homicide,Stanislaus,2012-2014,Sex,Male,89,783900,11.35,11.13
Homicide,Fresno,2012-2014,Sex,Male,208,1439000,14.46,14.31
Homicide,Orange,2012-2014,Sex,Male,152,4625000,3.287,3.2
Homicide,San Joaquin,2012-2014,Sex,Male,190,1058000,17.96,17.55
Homicide,San Mateo,2012-2014,Sex,Total,48,2246000,2.137,2.314
Homicide,Sutter,2012-2014,Sex,Total,15,289700,5.178,5.214
Homicide,Kern,2012-2014,Sex,Total,223,2604000,8.565,8.648
Homicide,Santa Barbara,2012-2014,Sex,Total,39,1306000,2.987,3.036
Homicide,Butte,2012-2014,Sex,Total,30,667900,4.492,4.392
Homicide,El Dorado,2012-2014,Sex,Total,14,545900,2.564,2.913
Homicide,Riverside,2012-2014,Sex,Total,319,6836000,4.667,4.756
Homicide,Placer,2012-2014,Sex,Total,24,1092000,2.197,2.324
Homicide,Imperial,2012-2014,Sex,Total,13,542900,2.395,2.406
Homicide,Lake,2012-2014,Sex,Total,21,194800,10.78,11.8
Homicide,Alameda,2012-2014,Sex,Total,356,4730000,7.527,7.34
Homicide,Stanislaus,2012-2014,Sex,Total,107,1583000,6.759,6.652
Homicide,Tulare,2012-2014,Sex,Total,124,1368000,9.066,9.42
Homicide,Humboldt,2012-2014,Sex,Total,27,404500,6.675,6.276
Homicide,Madera,2012-2014,Sex,Total,29,457200,6.343,6.293
Homicide,Monterey,2012-2014,Sex,Total,128,1280000,9.999,9.949
Homicide,San Luis Obispo,2012-2014,Sex,Total,14,822200,1.703,1.676
Homicide,Yolo,2012-2014,Sex,Total,16,623400,2.566,2.845
Homicide,Ventura,2012-2014,Sex,Total,88,2527000,3.482,3.468
Homicide,Santa Clara,2012-2014,Sex,Total,169,5597000,3.019,3.027
Homicide,Sacramento,2012-2014,Sex,Total,270,4375000,6.172,6.178
Homicide,San Bernardino,2012-2014,Sex,Total,409,6282000,6.511,6.59
Homicide,Santa Cruz,2012-2014,Sex,Total,36,809800,4.446,4.361
Homicide,Shasta,2012-2014,Sex,Total,29,535900,5.411,5.976
Homicide,Fresno,2012-2014,Sex,Total,235,2880000,8.161,8.21
Homicide,Tehama,2012-2014,Sex,Total,12,191300,6.273,7.174
Homicide,Merced,2012-2014,Sex,Total,76,795400,9.555,9.224
Homicide,San Joaquin,2012-2014,Sex,Total,221,2123000,10.41,10.41
Homicide,Los Angeles,2012-2014,Sex,Total,1755,30170000,5.817,5.656
Homicide,CALIFORNIA,2012-2014,Sex,Total,5899,115200000,5.123,5.082
Homicide,Orange,2012-2014,Sex,Total,189,9333000,2.025,2.017
Homicide,Contra Costa,2012-2014,Sex,Total,191,3268000,5.844,6.18
Homicide,San Francisco,2012-2014,Sex,Total,99,2530000,3.913,3.776
Homicide,San Diego,2012-2014,Sex,Total,305,9632000,3.167,3.11
Homicide,Sonoma,2012-2014,Sex,Total,24,1482000,1.619,1.572
Homicide,Kings,2012-2014,Sex,Total,22,449700,4.892,5.023
Homicide,Solano,2012-2014,Sex,Total,116,1264000,9.18,9.481
Homicide,Kern,2015-2017,Sex,Female,20,1301000,1.538,1.599
Homicide,Merced,2015-2017,Sex,Female,11,405600,2.712,2.611
Homicide,Solano,2015-2017,Sex,Female,14,654200,2.14,2.473
Homicide,Fresno,2015-2017,Sex,Female,47,1485000,3.165,3.234
Homicide,San Mateo,2015-2017,Sex,Female,14,1170000,1.197,1.237
Homicide,Riverside,2015-2017,Sex,Female,58,3561000,1.629,1.62
Homicide,San Bernardino,2015-2017,Sex,Female,56,3243000,1.727,1.778
Homicide,Los Angeles,2015-2017,Sex,Female,262,15540000,1.686,1.69
Homicide,Orange,2015-2017,Sex,Female,46,4809000,0.9565,0.9369
Homicide,CALIFORNIA,2015-2017,Sex,Female,1010,59330000,1.702,1.703
Homicide,Santa Clara,2015-2017,Sex,Female,27,2874000,0.9394,0.8912
Homicide,Contra Costa,2015-2017,Sex,Female,38,1733000,2.193,2.235
Homicide,Tulare,2015-2017,Sex,Female,20,701100,2.852,3.016
Homicide,Ventura,2015-2017,Sex,Female,12,1288000,0.9315,0.9373
Homicide,Stanislaus,2015-2017,Sex,Female,22,824600,2.668,2.802
Homicide,San Francisco,2015-2017,Sex,Female,22,1290000,1.705,1.353
Homicide,Alameda,2015-2017,Sex,Female,39,2499000,1.56,1.457
Homicide,Santa Barbara,2015-2017,Sex,Female,13,667000,1.949,2.005
Homicide,San Diego,2015-2017,Sex,Female,74,4926000,1.502,1.492
Homicide,Monterey,2015-2017,Sex,Female,20,643500,3.108,3.204
Homicide,Sacramento,2015-2017,Sex,Female,60,2301000,2.608,2.64
Homicide,San Joaquin,2015-2017,Sex,Female,25,1110000,2.252,2.435
Homicide,Fresno,2015-2017,Sex,Male,183,1484000,12.33,12.21
Homicide,Tulare,2015-2017,Sex,Male,99,703700,14.07,14.01
Homicide,Merced,2015-2017,Sex,Male,58,412700,14.05,13.77
Homicide,San Bernardino,2015-2017,Sex,Male,373,3203000,11.64,11.5
Homicide,Stanislaus,2015-2017,Sex,Male,70,810500,8.637,9.252
Homicide,San Joaquin,2015-2017,Sex,Male,195,1106000,17.63,17.67
Homicide,Monterey,2015-2017,Sex,Male,139,679300,20.46,19.89
Homicide,Riverside,2015-2017,Sex,Male,259,3525000,7.348,7.548
Homicide,Santa Clara,2015-2017,Sex,Male,140,2924000,4.789,4.738
Homicide,Solano,2015-2017,Sex,Male,93,648500,14.34,14.28
Homicide,San Francisco,2015-2017,Sex,Male,115,1324000,8.688,8.531
Homicide,Kern,2015-2017,Sex,Male,234,1369000,17.09,16.71
Homicide,Orange,2015-2017,Sex,Male,182,4735000,3.844,3.833
Homicide,Santa Barbara,2015-2017,Sex,Male,34,678000,5.015,4.679
Homicide,CALIFORNIA,2015-2017,Sex,Male,5206,58780000,8.857,8.757
Homicide,San Mateo,2015-2017,Sex,Male,35,1138000,3.077,3.244
Homicide,Sacramento,2015-2017,Sex,Male,241,2220000,10.85,10.76
Homicide,Contra Costa,2015-2017,Sex,Male,167,1657000,10.08,10.52
Homicide,Alameda,2015-2017,Sex,Male,283,2414000,11.72,11.3
Homicide,San Diego,2015-2017,Sex,Male,227,4978000,4.56,4.508
Homicide,Los Angeles,2015-2017,Sex,Male,1627,15170000,10.73,10.45
Homicide,Ventura,2015-2017,Sex,Male,75,1277000,5.875,5.941
Homicide,Merced,2015-2017,Sex,Total,69,818300,8.432,8.327
Homicide,Kern,2015-2017,Sex,Total,254,2670000,9.513,9.555
Homicide,Lake,2015-2017,Sex,Total,25,195500,12.79,14.54
Homicide,Yuba,2015-2017,Sex,Total,16,228600,6.999,7.344
Homicide,Siskiyou,2015-2017,Sex,Total,14,133200,10.51,10.7
Homicide,San Francisco,2015-2017,Sex,Total,137,2614000,5.241,5.005
Homicide,Riverside,2015-2017,Sex,Total,317,7085000,4.474,4.605
Homicide,Los Angeles,2015-2017,Sex,Total,1889,30700000,6.152,6.112
Homicide,Imperial,2015-2017,Sex,Total,16,561900,2.848,3.075
Homicide,San Luis Obispo,2015-2017,Sex,Total,20,836600,2.391,2.582
Homicide,Madera,2015-2017,Sex,Total,19,467900,4.06,4.532
Homicide,Mendocino,2015-2017,Sex,Total,16,266800,5.998,6.02
Homicide,Stanislaus,2015-2017,Sex,Total,92,1635000,5.627,5.986
Homicide,CALIFORNIA,2015-2017,Sex,Total,6216,118100000,5.263,5.295
Homicide,San Diego,2015-2017,Sex,Total,301,9904000,3.039,3.054
Homicide,Butte,2015-2017,Sex,Total,27,676000,3.994,4.296
Homicide,Sacramento,2015-2017,Sex,Total,301,4521000,6.658,6.726
Homicide,Fresno,2015-2017,Sex,Total,230,2968000,7.748,7.788
Homicide,Yolo,2015-2017,Sex,Total,16,649700,2.463,2.9
Homicide,Placer,2015-2017,Sex,Total,18,1128000,1.596,1.653
Homicide,San Mateo,2015-2017,Sex,Total,49,2307000,2.124,2.264
Homicide,Tulare,2015-2017,Sex,Total,119,1405000,8.471,8.601
Homicide,Marin,2015-2017,Sex,Total,16,789800,2.026,1.861
Homicide,San Joaquin,2015-2017,Sex,Total,220,2216000,9.926,10.17
Homicide,Alameda,2015-2017,Sex,Total,322,4913000,6.554,6.387
Homicide,Santa Barbara,2015-2017,Sex,Total,47,1345000,3.495,3.436
Homicide,Santa Clara,2015-2017,Sex,Total,167,5798000,2.881,2.89
Homicide,Orange,2015-2017,Sex,Total,228,9544000,2.389,2.407
Homicide,Monterey,2015-2017,Sex,Total,159,1323000,12.02,12.13
Homicide,Kings,2015-2017,Sex,Total,36,449600,8.008,8.039
Homicide,Santa Cruz,2015-2017,Sex,Total,23,829300,2.773,2.812
Homicide,El Dorado,2015-2017,Sex,Total,12,552400,2.172,2.255
Homicide,Humboldt,2015-2017,Sex,Total,35,408000,8.578,8.602
Homicide,Shasta,2015-2017,Sex,Total,35,535300,6.538,6.523
Homicide,Solano,2015-2017,Sex,Total,107,1303000,8.214,8.516
Homicide,Sonoma,2015-2017,Sex,Total,40,1512000,2.645,2.861
Homicide,San Bernardino,2015-2017,Sex,Total,429,6446000,6.655,6.659
Homicide,Sutter,2015-2017,Sex,Total,17,294800,5.767,6.065
Homicide,Ventura,2015-2017,Sex,Total,87,2565000,3.392,3.497
Homicide,Contra Costa,2015-2017,Sex,Total,205,3390000,6.047,6.404
